Time (s), Cell Name, Value
154.0773, C072, 16.86935
159.273162, C072, 8.773113
183.953508, C072, 13.26402
313.350462, C072, 10.83621
341.727864, C072, 7.442205
343.826193, C072, 12.91137
520.364342, C072, 6.698586
538.050269, C072, 6.167943
562.83055, C072, 6.565835
3223.104268, C072, 7.415275
3445.327215, C072, 10.12843
3456.917981, C072, 6.796997
3469.308109, C072, 10.10003
3481.898078, C072, 8.416204
227.219053, C073, 15.36356
238.310221, C073, 10.98262
243.506083, C073, 17.12579
287.870753, C073, 10.62609
292.267252, C073, 10.03307
316.348075, C073, 9.708076
337.031604, C073, 10.31927
352.51927, C073, 17.382
361.112427, C073, 9.742662
515.96784, C073, 13.73133
523.162116, C073, 7.983946
3165.749965, C073, 10.23715
3173.044153, C073, 15.9402
3178.639695, C073, 12.61289
3189.031415, C073, 7.825914
3199.323216, C073, 10.14592
3201.121783, C073, 8.716314
3205.917961, C073, 9.499182
3208.515891, C073, 13.9178
3449.02427, C073, 9.19393
3496.286614, C073, 11.99141
3500.583191, C073, 11.17438
3501.882156, C073, 11.4671
3505.47929, C073, 14.39868
3521.966154, C073, 15.90988
3530.559308, C073, 13.16251
3537.653656, C073, 9.045114
3543.648879, C073, 10.29205
68.145732, C074, 10.79918
158.77356, C074, 12.65659
244.205526, C074, 14.16487
335.932479, C074, 12.02853
564.429278, C074, 7.797726
568.426098, C074, 9.958695
570.124746, C074, 8.665892
3173.343914, C074, 22.11689
3223.004348, C074, 11.06776
3481.898078, C074, 8.720551
32.574059, C075, 9.921975
116.906901, C075, 13.28572
364.609642, C075, 8.372463
516.167681, C075, 8.865585
523.561798, C075, 8.621519
556.7354, C075, 8.585327
3166.049726, C075, 16.19407
3168.947417, C075, 14.02756
3172.34471, C075, 9.05641
3179.039376, C075, 10.38889
3233.296148, C075, 11.49147
197.842447, C076, 14.1652
203.737753, C076, 9.536486
207.135047, C076, 9.892801
245.604412, C076, 12.51745
351.719907, C076, 15.98078
373.40264, C076, 11.1742
379.297945, C076, 11.6
385.393091, C076, 14.68198
524.960685, C076, 18.19364
526.7592529999999, C076, 11.92541
3285.954194, C076, 12.52774
3397.165587, C076, 7.253414
3484.99561, C076, 8.244484
3488.592744, C076, 9.37862
3490.19147, C076, 11.28782
3544.148481, C076, 12.26371
8.293395, C077, 15.44385
9.992042, C077, 10.31496
44.964192, C077, 20.24124
71.443106, C077, 10.88232
311.052293, C077, 12.44271
559.832936, C077, 13.94898
562.630709, C077, 9.875032
3279.659209, C077, 8.389996
3360.394884, C077, 12.4315
