IMU Time (s), Acc x, Acc y, Acc z, Ori yaw, Ori pitch, Ori roll, Mag Time (s), Mag x, Mag y, Mag z
16.967569, -0.02166748046875, 0.033203125, -0.0162353515625, -2.904296875, 0.58740234375, 0.1611328125, 1746.111706, -51, -936, -2590
16.988186, -0.0201416015625, 0.0289306640625, -0.015869140625, -2.91015625, 0.58447265625, 0.15625, 1746.515397, -83, -965, -2581
17.008803, -0.021728515625, 0.0233154296875, -0.01446533203125, -2.92041015625, 0.583984375, 0.14892578125, 1746.919089, -89, -955, -2606
17.029419, -0.0189208984375, 0.0211181640625, -0.0167236328125, -2.921875, 0.58154296875, 0.14697265625, 1747.32278, -77, -955, -2602
17.050036, -0.0164794921875, 0.02130126953125, -0.01751708984375, -2.919921875, 0.57861328125, 0.1474609375, 1747.726471, -66, -964, -2589
17.070653, -0.0238037109375, 0.01800537109375, -0.0196533203125, -2.92822265625, 0.5849609375, 0.1435546875, 1748.130163, -70, -971, -2605
17.09127, -0.02935791015625, 0.011474609375, -0.01348876953125, -2.94189453125, 0.58544921875, 0.13427734375, 1748.533854, -81, -977, -2615
17.111886, -0.0374755859375, 0.0084228515625, -0.017822265625, -2.9501953125, 0.59423828125, 0.13134765625, 1748.937546, -72, -954, -2626
17.132503, -0.0333251953125, -0.00030517578125, -0.0172119140625, -2.96435546875, 0.58984375, 0.11962890625, 1749.341237, -70, -957, -2602
17.15312, -0.02935791015625, -0.0059814453125, -0.0181884765625, -2.9736328125, 0.5859375, 0.1123046875, 1749.744928, -79, -955, -2618
17.173736, -0.03680419921875, -0.01434326171875, -0.01873779296875, -2.99169921875, 0.5927734375, 0.1015625, 1750.148619, -205, -896, -2864
17.194353, -0.02716064453125, -0.01763916015625, -0.013916015625, -2.9951171875, 0.580078125, 0.0966796875, 1750.552311, -410, -1128, -2960
17.21497, -0.00701904296875, -0.01678466796875, -0.0103759765625, -2.98779296875, 0.55908203125, 0.09716796875, 1750.956002, -414, -1206, -2929
17.235587, 0.00054931640625, -0.0111083984375, -0.01275634765625, -2.9736328125, 0.5517578125, 0.10400390625, 1751.359694, -110, -1103, -2552
17.256203, -0.0025634765625, -0.0150146484375, -0.00750732421875, -2.98291015625, 0.55126953125, 0.09814453125, 1751.763385, -96, -1056, -2613
17.27682, -0.00653076171875, -0.01678466796875, -0.00885009765625, -2.98828125, 0.5546875, 0.095703125, 1752.167077, -93, -1060, -2610
17.297437, -0.01202392578125, -0.0245361328125, -0.00677490234375, -3.00537109375, 0.55810546875, 0.08544921875, 1752.570768, -102, -1039, -2606
17.318054, -0.01416015625, -0.032470703125, -0.0068359375, -3.0224609375, 0.5595703125, 0.07470703125, 1752.974459, -108, -1060, -2600
17.33867, -0.01080322265625, -0.03509521484375, -0.001220703125, -3.02783203125, 0.552734375, 0.0703125, 1753.378151, -83, -1060, -2617
17.359287, 0.008544921875, -0.03717041015625, 0.00177001953125, -3.02783203125, 0.53271484375, 0.06689453125, 1753.781842, -106, -1054, -2616
17.379904, 0.01177978515625, -0.03192138671875, -0.00238037109375, -3.0166015625, 0.53076171875, 0.07373046875, 1754.185533, -81, -1053, -2614
17.400521, 0.0072021484375, -0.03631591796875, 0.001220703125, -3.02783203125, 0.53271484375, 0.06689453125, 1754.589225, -123, -1052, -2620
17.421137, 0.0029296875, -0.03729248046875, 0.001708984375, -3.03173828125, 0.53564453125, 0.0654296875, 1754.992916, -87, -1055, -2609
17.441754, -0.0035400390625, -0.03521728515625, 0.0032958984375, -3.02978515625, 0.5400390625, 0.06689453125, 1755.396607, -104, -1044, -2610
17.462371, -0.001220703125, -0.0360107421875, 0.0042724609375, -3.03173828125, 0.53662109375, 0.0654296875, 1755.800299, -191, -864, -2876
17.482987, 0.00360107421875, -0.0325927734375, 0.00079345703125, -3.02392578125, 0.533203125, 0.0693359375, 1756.20399, -89, -862, -2671
17.503604, 0.0101318359375, -0.03125, 0.0003662109375, -3.0205078125, 0.52685546875, 0.0703125, 1756.607682, -66, -766, -2659
17.524221, 0.00762939453125, -0.02996826171875, -0.001953125, -3.01904296875, 0.52978515625, 0.07177734375, 1757.011373, -81, -765, -2641
17.544838, -0.00262451171875, -0.0269775390625, 0.00164794921875, -3.0166015625, 0.53662109375, 0.07470703125, 1757.415064, -72, -782, -2683
17.565454, -0.01031494140625, -0.0238037109375, 0.00250244140625, -3.0126953125, 0.54248046875, 0.07763671875, 1757.818756, -68, -786, -2683
17.586071, -0.009765625, -0.02447509765625, 0.0025634765625, -3.01513671875, 0.54150390625, 0.076171875, 1758.222447, -70, -788, -2688
17.606688, -0.00250244140625, -0.0257568359375, 0.000732421875, -3.0166015625, 0.53515625, 0.07421875, 1758.626138, -62, -782, -2653
17.627305, 0.00262451171875, -0.024169921875, 0.00030517578125, -3.0126953125, 0.5302734375, 0.07568359375, 1759.02983, -79, -771, -2663
17.647921, 0.00360107421875, -0.01947021484375, -0.001220703125, -3.0029296875, 0.529296875, 0.08154296875, 1759.433521, -81, -803, -2683
17.668538, -0.0009765625, -0.013671875, -0.0008544921875, -2.9931640625, 0.53271484375, 0.087890625, 1759.837213, -89, -797, -2706
17.689155, -0.00823974609375, -0.00970458984375, -0.0032958984375, -2.98779296875, 0.5400390625, 0.0927734375, 1760.240904, -81, -816, -2712
17.709771, -0.01025390625, -0.00433349609375, -0.00250244140625, -2.97802734375, 0.541015625, 0.09912109375, 1760.644595, -79, -798, -2684
17.730388, -0.0086669921875, -0.0003662109375, -0.00335693359375, -2.9697265625, 0.53955078125, 0.103515625, 1761.048287, -98, -791, -2677
17.751005, -0.008056640625, 0.00408935546875, -0.00592041015625, -2.9609375, 0.53955078125, 0.109375, 1761.451978, -112, -788, -2728
17.771622, -0.00396728515625, 0.0086669921875, -0.00830078125, -2.95068359375, 0.53662109375, 0.115234375, 1761.85567, -85, -792, -2703
17.792239, -0.00555419921875, 0.01373291015625, -0.006591796875, -2.94140625, 0.53662109375, 0.12060546875, 1762.259361, -89, -804, -2706
17.812855, -0.01470947265625, 0.0186767578125, -0.006103515625, -2.935546875, 0.54443359375, 0.12646484375, 1762.663052, -93, -794, -2680
17.833472, -0.01849365234375, 0.01922607421875, -0.00775146484375, -2.93603515625, 0.54833984375, 0.12744140625, 1763.066744, -89, -824, -2705
17.854089, -0.01458740234375, 0.0225830078125, -0.007080078125, -2.927734375, 0.5439453125, 0.13134765625, 1763.470435, -106, -803, -2688
17.874705, -0.0123291015625, 0.02490234375, -0.00994873046875, -2.92236328125, 0.54345703125, 0.134765625, 1763.874126, -83, -795, -2683
17.895322, -0.013671875, 0.02655029296875, -0.0113525390625, -2.919921875, 0.54541015625, 0.13671875, 1764.277818, -102, -822, -2713
17.915939, -0.01611328125, 0.0281982421875, -0.010498046875, -2.91748046875, 0.546875, 0.13916015625, 1764.681509, -157, -847, -2810
17.936555, -0.01885986328125, 0.03106689453125, -0.01092529296875, -2.9130859375, 0.5498046875, 0.142578125, 1765.0852, -129, -1037, -2718
17.957172, -0.02215576171875, 0.035400390625, -0.01214599609375, -2.90576171875, 0.55322265625, 0.1484375, 1765.488892, -123, -1101, -2603
17.977789, -0.0211181640625, 0.0396728515625, -0.01654052734375, -2.89697265625, 0.5546875, 0.15478515625, 1765.892583, -110, -1098, -2610
17.998406, -0.01873779296875, 0.04010009765625, -0.0155029296875, -2.89453125, 0.55224609375, 0.15576171875, 1766.296275, -117, -1095, -2615
18.019023, -0.017333984375, 0.03802490234375, -0.01593017578125, -2.8974609375, 0.5517578125, 0.15380859375, 1766.699966, -114, -1113, -2616
18.039639, -0.01568603515625, 0.03558349609375, -0.0133056640625, -2.90087890625, 0.54931640625, 0.150390625, 1767.103658, -146, -1098, -2625
18.060256, -0.01861572265625, 0.03485107421875, -0.0123291015625, -2.90283203125, 0.55224609375, 0.14990234375, 1767.507349, -121, -1109, -2628
18.080873, -0.02099609375, 0.03271484375, -0.01202392578125, -2.90771484375, 0.55517578125, 0.14794921875, 1767.91104, -191, -955, -2811
18.101489, -0.02099609375, 0.03118896484375, -0.01190185546875, -2.90966796875, 0.55615234375, 0.14697265625, 1768.314732, -330, -1120, -2906
18.122106, -0.0147705078125, 0.02862548828125, -0.010009765625, -2.91064453125, 0.55029296875, 0.14404296875, 1768.718423, -36, -845, -2571
18.142723, -0.01495361328125, 0.02667236328125, -0.01275634765625, -2.91357421875, 0.55322265625, 0.14306640625, 1769.122114, -77, -871, -2656
18.163339, -0.0181884765625, 0.02288818359375, -0.01055908203125, -2.92138671875, 0.55615234375, 0.13916015625, 1769.525806, -70, -881, -2649
18.183956, -0.02008056640625, 0.01898193359375, -0.009765625, -2.9287109375, 0.55908203125, 0.13525390625, 1769.929497, -129, -814, -2780
18.204573, -0.0184326171875, 0.0150146484375, -0.0067138671875, -2.93408203125, 0.5576171875, 0.13134765625, 1770.333188, -108, -862, -2741
18.22519, -0.009033203125, 0.01080322265625, -0.00634765625, -2.93701171875, 0.55029296875, 0.12744140625, 1770.73688, -93, -847, -2716
18.245807, -0.00653076171875, 0.01275634765625, -0.00634765625, -2.9306640625, 0.54931640625, 0.13134765625, 1771.140571, -93, -864, -2734
18.266423, -0.0098876953125, 0.01031494140625, -0.0050048828125, -2.93505859375, 0.5537109375, 0.12939453125, 1771.544262, -102, -873, -2703
18.28704, -0.01190185546875, 0.00408935546875, -0.00225830078125, -2.9462890625, 0.55615234375, 0.123046875, 1771.947954, -112, -872, -2708
18.307657, -0.0142822265625, 0.000244140625, -0.00146484375, -2.95263671875, 0.56005859375, 0.11962890625, 1772.351645, -104, -883, -2704
18.328273, -0.01318359375, -0.0052490234375, 6.103515625e-05, -2.9609375, 0.56103515625, 0.11474609375, 1772.755337, -95, -868, -2703
18.34889, -0.0093994140625, -0.00726318359375, 0.00146484375, -2.96142578125, 0.55908203125, 0.11376953125, 1773.159028, -98, -857, -2731
18.369507, -0.004150390625, -0.01116943359375, 0.003173828125, -2.96484375, 0.5556640625, 0.11083984375, 1773.562719, -108, -1022, -2672
18.390124, -0.00079345703125, -0.01531982421875, 0.00323486328125, -2.9697265625, 0.5556640625, 0.10791015625, 1773.966411, -182, -1136, -2735
18.41074, -0.00030517578125, -0.0179443359375, 0.005126953125, -2.97216796875, 0.556640625, 0.1064453125, 1774.370102, -170, -1138, -2740
18.431357, -0.00018310546875, -0.02313232421875, 0.0086669921875, -2.9794921875, 0.5576171875, 0.10205078125, 1774.773794, -206, -1116, -2753
18.451974, 0.0018310546875, -0.02685546875, 0.01068115234375, -2.9833984375, 0.55810546875, 0.099609375, 1775.177485, -195, -1117, -2754
18.47259, 0.00958251953125, -0.0279541015625, 0.00994873046875, -2.97998046875, 0.55419921875, 0.1005859375, 1775.581176, -197, -1114, -2770
18.493207, 0.01397705078125, -0.02984619140625, 0.0111083984375, -2.97900390625, 0.55322265625, 0.10107421875, 1775.984868, -180, -1130, -2721
18.513824, 0.0128173828125, -0.03515625, 0.01239013671875, -2.98681640625, 0.55712890625, 0.09716796875, 1776.388559, -182, -1130, -2743
18.534441, 0.0107421875, -0.039794921875, 0.019287109375, -2.99365234375, 0.55859375, 0.09326171875, 1776.79225, -167, -1124, -2734
18.555057, 0.010986328125, -0.0439453125, 0.02020263671875, -2.998046875, 0.56201171875, 0.0908203125, 1777.195942, -172, -1136, -2718
18.575674, 0.01422119140625, -0.04730224609375, 0.021728515625, -3, 0.56201171875, 0.08935546875, 1777.599633, -172, -1113, -2745
18.596291, 0.0185546875, -0.0501708984375, 0.02490234375, -3.0009765625, 0.56005859375, 0.08837890625, 1778.003324, -182, -1134, -2739
18.616908, 0.01983642578125, -0.052490234375, 0.02813720703125, -3.00146484375, 0.56103515625, 0.08837890625, 1778.407016, -159, -1127, -2706
18.637524, 0.0234375, -0.0528564453125, 0.02923583984375, -2.9970703125, 0.5615234375, 0.09130859375, 1778.810707, -157, -1114, -2743
18.658141, 0.025146484375, -0.05340576171875, 0.030029296875, -2.99365234375, 0.5634765625, 0.09375, 1779.214399, -245, -845, -2907
18.678758, 0.0159912109375, -0.0479736328125, 0.02984619140625, -2.98193359375, 0.57568359375, 0.1044921875, 1779.61809, -104, -968, -2722
18.699374, 0.0382080078125, -0.056884765625, 0.05999755859375, -2.98876953125, 0.5439453125, 0.0927734375, 1780.021781, -100, -1055, -2650
18.719991, 0.00390625, -0.030029296875, 0.0291748046875, -2.9453125, 0.59423828125, 0.13427734375, 1780.425473, -119, -1027, -2656
18.740608, -0.01861572265625, -0.01031494140625, 0.02386474609375, -2.91552734375, 0.61962890625, 0.16455078125, 1780.829164, -96, -968, -2631
18.761225, 0.00994873046875, 0.0052490234375, 0.0281982421875, -2.87255859375, 0.5947265625, 0.18701171875, 1781.232856, -77, -979, -2659
18.781842, -0.03729248046875, 0.002685546875, 0.02777099609375, -2.89501953125, 0.64013671875, 0.18798828125, 1781.636547, -93, -982, -2632
18.802458, -0.0789794921875, -0.00262451171875, 0.038330078125, -2.916015625, 0.671875, 0.18310546875, 1782.040238, -79, -980, -2627
18.823075, -0.07177734375, -0.00665283203125, 0.04876708984375, -2.9169921875, 0.66455078125, 0.1796875, 1782.44393, -79, -972, -2642
18.843692, 0.04571533203125, -0.06512451171875, 0.04541015625, -2.97314453125, 0.5771484375, 0.1103515625, 1782.847621, -83, -976, -2620
18.864308, 0.147216796875, -0.086669921875, 0.02337646484375, -2.978515625, 0.498046875, 0.08935546875, 1783.251312, -155, -611, -2761
18.884925, 0.18341064453125, -0.0657958984375, 0.0264892578125, -2.904296875, 0.46240234375, 0.12060546875, 1783.655004, -545, -590, -3103
18.905542, 0.216064453125, -0.0697021484375, 0.0364990234375, -2.8876953125, 0.42724609375, 0.1181640625, 1784.058695, -531, -704, -3155
18.926159, 0.16680908203125, -0.03497314453125, 0.0074462890625, -2.83251953125, 0.49755859375, 0.173828125, 1784.462386, -494, -492, -3081
18.946775, 0.10626220703125, -0.0479736328125, -0.00146484375, -2.8935546875, 0.5703125, 0.1630859375, 1784.866078, -535, -613, -3147
18.967392, 0.03204345703125, -0.01092529296875, -0.002197265625, -2.8583984375, 0.64013671875, 0.2177734375, 1785.269769, -603, -571, -3128
18.988009, -0.0174560546875, 0.014404296875, -0.01141357421875, -2.83837890625, 0.68896484375, 0.259765625, 1785.673461, -501, -651, -3139
19.008626, -0.0308837890625, 0.0111083984375, 0.02337646484375, -2.84716796875, 0.681640625, 0.248046875, 1786.077152, -552, -661, -3160
19.029242, 0.09130859375, -0.0064697265625, 0.00994873046875, -2.8076171875, 0.59033203125, 0.23388671875, 1786.480843, -608, -610, -3157
19.049859, 0.10150146484375, 0.020263671875, 0.0135498046875, -2.74951171875, 0.578125, 0.2724609375, 1786.884535, -591, -648, -3166
19.070476, 0.06964111328125, 0.019287109375, 0.0318603515625, -2.7705078125, 0.6005859375, 0.26953125, 1787.288226, -674, -598, -3155
19.091092, 0.07855224609375, 0.06005859375, 0.0235595703125, -2.69482421875, 0.59326171875, 0.32861328125, 1787.691917, -594, -632, -3146
19.111709, 0.087890625, 0.08526611328125, 0.0135498046875, -2.64599609375, 0.58837890625, 0.36865234375, 1788.095609, -661, -590, -3171
19.132326, 0.1029052734375, 0.1002197265625, -0.00225830078125, -2.60791015625, 0.5830078125, 0.3994140625, 1788.4993, -596, -609, -3138
19.152943, 0.04931640625, 0.08966064453125, -0.0006103515625, -2.6650390625, 0.6357421875, 0.39013671875, 1788.902992, -621, -607, -3165
19.173559, 0.045654296875, 0.05059814453125, 0.01531982421875, -2.72314453125, 0.640625, 0.33740234375, 1789.306683, -611, -604, -3154
19.194176, 0.07000732421875, 0.044677734375, 0.0078125, -2.712890625, 0.62744140625, 0.33740234375, 1789.710374, -613, -617, -3171
19.214793, 0.06396484375, 0.0423583984375, 0.019287109375, -2.7177734375, 0.6279296875, 0.33349609375, 1790.114066, -621, -600, -3155
19.23541, 0.07928466796875, 0.04095458984375, 0.01031494140625, -2.70654296875, 0.6220703125, 0.33935546875, 1790.517757, -617, -600, -3166
19.256026, 0.06439208984375, 0.084716796875, 0.0030517578125, -2.64892578125, 0.630859375, 0.40234375, 1790.921449, -644, -590, -3141
19.276643, 0.0528564453125, 0.122314453125, 0.00958251953125, -2.603515625, 0.62841796875, 0.4482421875, 1791.32514, -707, -601, -3168
19.29726, 0.0506591796875, 0.13482666015625, 0.009521484375, -2.5859375, 0.62744140625, 0.466796875, 1791.728831, -696, -591, -3157
19.317876, 0.0439453125, 0.09881591796875, 0.0032958984375, -2.63671875, 0.6474609375, 0.4306640625, 1792.132522, -645, -602, -3143
19.338493, 0.0159912109375, 0.06439208984375, -0.00640869140625, -2.70068359375, 0.68603515625, 0.396484375, 1792.536214, -668, -579, -3157
19.35911, -0.01177978515625, 0.0435791015625, -0.02154541015625, -2.74365234375, 0.72412109375, 0.38037109375, 1792.939905, -271, -540, -2971
19.379727, -0.0269775390625, 0.0213623046875, 0.00238037109375, -2.779296875, 0.7255859375, 0.34228515625, 1793.343597, -540, -546, -3107
19.400343, -0.08453369140625, 0.0528564453125, -0.0458984375, -2.76416015625, 0.79248046875, 0.4130859375, 1793.747288, -786, -611, -3172
19.42096, -0.11895751953125, 0.04290771484375, -0.070068359375, -2.7900390625, 0.83544921875, 0.4169921875, 1794.15098, -497, -710, -3135
19.441577, -0.11956787109375, 0.03118896484375, -0.07440185546875, -2.8017578125, 0.84130859375, 0.40576171875, 1794.554671, -607, -740, -3184
19.462194, -0.1314697265625, 0.02886962890625, -0.0784912109375, -2.806640625, 0.8515625, 0.40771484375, 1794.958362, -647, -725, -3210
19.48281, -0.10321044921875, 0.00897216796875, -0.07373046875, -2.81640625, 0.83251953125, 0.37890625, 1795.362054, -594, -746, -3183
19.503427, -0.09417724609375, 0.01971435546875, -0.0694580078125, -2.79541015625, 0.81787109375, 0.39453125, 1795.765745, -693, -742, -3193
19.524044, -0.0738525390625, 0.0262451171875, -0.0577392578125, -2.77392578125, 0.7900390625, 0.39892578125, 1796.169437, -617, -719, -3155
19.54466, -0.0653076171875, 0.0233154296875, -0.05731201171875, -2.76953125, 0.78125, 0.396484375, 1796.573128, -647, -744, -3198
19.565277, -0.06195068359375, 0.02496337890625, -0.04315185546875, -2.76220703125, 0.76513671875, 0.392578125, 1796.976819, -597, -749, -3178
19.585894, -0.0452880859375, 0.01068115234375, -0.04241943359375, -2.7685546875, 0.751953125, 0.3740234375, 1797.38051, -480, -588, -3082
19.606511, -0.02166748046875, -0.01104736328125, -0.0328369140625, -2.78271484375, 0.72802734375, 0.34033203125, 1797.784202, -482, -541, -3091
19.627127, -0.05438232421875, -0.03656005859375, -0.04486083984375, -2.83154296875, 0.7646484375, 0.3115234375, 1798.187893, -448, -579, -3112
19.647744, -0.0657958984375, -0.0643310546875, -0.043701171875, -2.873046875, 0.77392578125, 0.27197265625, 1798.591584, -505, -554, -3103
19.668361, -0.0936279296875, -0.0638427734375, -0.04302978515625, -2.87939453125, 0.78955078125, 0.27392578125, 1798.995276, -472, -592, -3095
19.688978, -0.09869384765625, -0.0767822265625, -0.034912109375, -2.89599609375, 0.78515625, 0.2529296875, 1799.398967, -510, -535, -3103
19.709594, -0.1005859375, -0.06964111328125, -0.03265380859375, -2.8828125, 0.77783203125, 0.263671875, 1799.802659, -690, -717, -3194
19.730211, -0.11492919921875, -0.06036376953125, -0.03057861328125, -2.87109375, 0.77978515625, 0.27685546875, 1800.20635, -600, -761, -3172
19.750828, -0.1085205078125, -0.04766845703125, -0.052001953125, -2.84716796875, 0.78125, 0.30517578125, 1800.610042, -550, -664, -3152
19.771445, -0.14373779296875, -0.0340576171875, -0.05487060546875, -2.83935546875, 0.80029296875, 0.32666015625, 1801.013733, -579, -683, -3156
19.792061, -0.1702880859375, -0.03778076171875, -0.04931640625, -2.8505859375, 0.8095703125, 0.3193359375, 1801.417424, -543, -683, -3152
19.812678, -0.16168212890625, -0.03436279296875, -0.0531005859375, -2.8388671875, 0.798828125, 0.326171875, 1801.821116, -622, -636, -3144
19.833295, -0.162841796875, -0.0452880859375, -0.0445556640625, -2.849609375, 0.7890625, 0.30712890625, 1802.224807, -598, -645, -3159
19.853911, -0.15203857421875, -0.05731201171875, -0.0428466796875, -2.857421875, 0.775390625, 0.28955078125, 1802.628498, -727, -672, -3179
19.874528, -0.18597412109375, -0.05377197265625, -0.04644775390625, -2.86181640625, 0.79443359375, 0.29638671875, 1803.03219, -795, -717, -3194
19.895145, -0.20440673828125, -0.03961181640625, -0.035888671875, -2.84619140625, 0.78955078125, 0.31103515625, 1803.435881, -486, -632, -3118
19.915762, -0.15545654296875, -0.04254150390625, -0.02899169921875, -2.8251953125, 0.74169921875, 0.30419921875, 1803.839572, -583, -555, -3117
19.936378, -0.11492919921875, -0.05023193359375, -0.01739501953125, -2.81201171875, 0.6953125, 0.2890625, 1804.243264, -545, -595, -3121
19.956995, -0.12237548828125, -0.05645751953125, -0.01068115234375, -2.81982421875, 0.689453125, 0.2783203125, 1804.646955, -634, -607, -3153
19.977612, -0.1307373046875, -0.05072021484375, 0.001708984375, -2.81005859375, 0.6787109375, 0.28076171875, 1805.050647, -670, -571, -3160
19.998229, -0.13262939453125, -0.0322265625, 0.01763916015625, -2.7783203125, 0.658203125, 0.2978515625, 1805.454338, -633, -628, -3158
20.018845, -0.08331298828125, -0.03271484375, 0.021484375, -2.74267578125, 0.60546875, 0.29541015625, 1805.858029, -663, -591, -3148
20.039462, -0.0079345703125, -0.0460205078125, 0.01904296875, -2.701171875, 0.5302734375, 0.27978515625, 1806.261721, -592, -634, -3155
20.060079, 0.04840087890625, -0.05975341796875, 0.03167724609375, -2.66552734375, 0.4599609375, 0.25830078125, 1806.665412, -841, -666, -3163
20.080696, 0.068115234375, -0.04827880859375, 0.036376953125, -2.60888671875, 0.42578125, 0.27001953125, 1807.069104, -596, -822, -3179
20.101312, 0.07830810546875, -0.03265380859375, 0.03521728515625, -2.55224609375, 0.4033203125, 0.2890625, 1807.472795, -615, -786, -3170
20.121929, 0.07196044921875, -0.0216064453125, 0.0340576171875, -2.5263671875, 0.39892578125, 0.30224609375, 1807.876486, -727, -786, -3189
20.142546, 0.043701171875, -0.01324462890625, 0.03765869140625, -2.5361328125, 0.41552734375, 0.31005859375, 1808.280178, -651, -782, -3201
20.163163, 0.02081298828125, 0.0030517578125, 0.04925537109375, -2.5244140625, 0.421875, 0.32373046875, 1808.683869, -827, -784, -3194
20.183779, 0.0367431640625, 0.0164794921875, 0.05267333984375, -2.46826171875, 0.39306640625, 0.3369140625, 1809.08756, -750, -790, -3185
20.204396, 0.073974609375, 0.0224609375, 0.04034423828125, -2.38916015625, 0.34912109375, 0.34765625, 1809.491252, -543, -623, -3150
20.225013, 0.094482421875, 0.03521728515625, 0.03167724609375, -2.318359375, 0.3193359375, 0.3642578125, 1809.894943, -414, -543, -3078
20.245629, 0.0902099609375, 0.05255126953125, 0.03387451171875, -2.28369140625, 0.3115234375, 0.38134765625, 1810.298635, -792, -560, -3131
20.266246, 0.0792236328125, 0.05908203125, 0.04010009765625, -2.279296875, 0.3115234375, 0.384765625, 1810.702326, -659, -859, -3176
20.286863, 0.065185546875, 0.06591796875, 0.0419921875, -2.2802734375, 0.31591796875, 0.390625, 1811.106017, -549, -861, -3156
20.30748, 0.0560302734375, 0.0623779296875, 0.046630859375, -2.2880859375, 0.31591796875, 0.3837890625, 1811.509708, -728, -838, -3176
20.328096, 0.05853271484375, 0.0458984375, 0.04229736328125, -2.29638671875, 0.30859375, 0.3671875, 1811.9134, -585, -830, -3176
20.348713, 0.05096435546875, 0.03424072265625, 0.03790283203125, -2.31640625, 0.31103515625, 0.35546875, 1812.317091, -676, -833, -3186
20.36933, 0.0257568359375, 0.03717041015625, 0.03851318359375, -2.3427734375, 0.32861328125, 0.357421875, 1812.720783, -615, -795, -3174
20.389947, 0.00567626953125, 0.03826904296875, 0.03765869140625, -2.36328125, 0.341796875, 0.3583984375, 1813.124474, -626, -788, -3177
20.410563, 0.03289794921875, 0.03857421875, 0.04400634765625, -2.3056640625, 0.30517578125, 0.35546875, 1813.528165, -660, -759, -3199
20.43118, 0.03192138671875, 0.05389404296875, 0.0543212890625, -2.27294921875, 0.29443359375, 0.36669921875, 1813.931857, -615, -782, -3170
20.451797, 0.01458740234375, 0.05963134765625, 0.06939697265625, -2.28466796875, 0.30078125, 0.36572265625, 1814.335548, -689, -786, -3185
20.472413, 0.021240234375, 0.0552978515625, 0.07427978515625, -2.27001953125, 0.287109375, 0.35888671875, 1814.73924, -620, -776, -3190
20.49303, 0.00787353515625, 0.033447265625, 0.04107666015625, -2.31884765625, 0.306640625, 0.34814453125, 1815.142931, -675, -784, -3169
20.513647, 0.0601806640625, 0.00140380859375, 0.02386474609375, -2.2626953125, 0.2548828125, 0.3193359375, 1815.546623, -656, -776, -3187
20.534264, 0.0885009765625, -0.02813720703125, 0.04248046875, -2.2421875, 0.216796875, 0.2802734375, 1815.950314, -646, -771, -3169
20.55488, 0.101806640625, -0.0089111328125, 0.04815673828125, -2.16162109375, 0.1953125, 0.298828125, 1816.354005, -668, -763, -3162
20.575497, 0.09771728515625, 0.0037841796875, 0.04345703125, -2.140625, 0.1953125, 0.3134765625, 1816.757696, -647, -778, -3171
20.596114, 0.13995361328125, -0.02056884765625, 0.0142822265625, -2.05224609375, 0.1513671875, 0.29638671875, 1817.161388, -689, -767, -3195
20.616731, 0.21319580078125, -0.0504150390625, 0.01068115234375, -1.81640625, 0.0654296875, 0.263671875, 1817.565079, -643, -762, -3188
20.637347, 0.2479248046875, -0.05615234375, -0.00616455078125, -1.65625, 0.0224609375, 0.26220703125, 1817.968771, -662, -765, -3199
20.657964, 0.20452880859375, -0.0533447265625, 0.012939453125, -1.83447265625, 0.0693359375, 0.2587890625, 1818.372462, -655, -755, -3171
20.678581, 0.20050048828125, -0.04345703125, 0.0096435546875, -1.8310546875, 0.0712890625, 0.2705078125, 1818.776153, -658, -755, -3188
20.699197, 0.19305419921875, -0.02679443359375, 0.003662109375, -1.8349609375, 0.07763671875, 0.29052734375, 1819.179845, -666, -763, -3188
20.719814, 0.14569091796875, 0.00079345703125, -0.00018310546875, -1.958984375, 0.12890625, 0.32177734375, 1819.583536, -641, -761, -3181
20.740431, 0.124267578125, 0.01904296875, -0.00408935546875, -1.99462890625, 0.150390625, 0.34228515625, 1819.987227, -670, -765, -3165
20.761048, 0.094970703125, 0.0086669921875, 0.004150390625, -2.08642578125, 0.1806640625, 0.32763671875, 1820.390919, -647, -772, -3177
20.781664, 0.06781005859375, 0.01947021484375, 0.019287109375, -2.13623046875, 0.20458984375, 0.33349609375, 1820.79461, -713, -729, -3183
20.802281, 0.09954833984375, 0.02081298828125, 0.01007080078125, -2.05224609375, 0.17138671875, 0.33740234375, 1821.198302, -715, -770, -3183
20.822898, 0.1014404296875, 0.02899169921875, 0.0087890625, -2.03515625, 0.16845703125, 0.34619140625, 1821.601993, -721, -759, -3204
20.843515, 0.10211181640625, 0.0556640625, 0.0032958984375, -2.00048828125, 0.16650390625, 0.37548828125, 1822.005684, -728, -764, -3178
20.864131, 0.138671875, 0.05712890625, -0.0042724609375, -1.904296875, 0.1279296875, 0.37939453125, 1822.409376, -827, -776, -3217
20.884748, 0.08062744140625, 0.0478515625, -0.00250244140625, -2.06201171875, 0.19091796875, 0.36865234375, 1822.813067, -460, -836, -3136
20.905365, 0.05572509765625, 0.03759765625, -0.00103759765625, -2.134765625, 0.2177734375, 0.35693359375, 1823.216759, -568, -893, -3166
20.925982, 0.04150390625, 0.02496337890625, -0.01861572265625, -2.18603515625, 0.23828125, 0.35009765625, 1823.62045, -699, -879, -3180
20.946598, 0.008544921875, 0.02142333984375, -0.00982666015625, -2.26220703125, 0.271484375, 0.3427734375, 1824.024141, -705, -865, -3179
