IMU Time (s), Acc x, Acc y, Acc z, Ori yaw, Ori pitch, Ori roll, Mag Time (s), Mag x, Mag y, Mag z
234.474081, -0.00067138671875, 0.00689697265625, -0.00347900390625, 2.96875, 0.369140625, -0.06689453125
234.494698, 0.001708984375, 0.00836181640625, -0.00439453125, 2.97216796875, 0.36669921875, -0.0654296875
234.515315, 0.00482177734375, 0.008544921875, -0.00189208984375, 2.97119140625, 0.3623046875, -0.06494140625
234.535931, 0.006103515625, 0.0059814453125, -0.0040283203125, 2.962890625, 0.36181640625, -0.06787109375
234.556548, 0.00439453125, 0.00299072265625, -0.00494384765625, 2.955078125, 0.36328125, -0.0712890625
234.577165, 0.000732421875, 0.00250244140625, -0.003173828125, 2.95556640625, 0.3662109375, -0.07177734375
234.597782, -0.00396728515625, 0.0009765625, -0.00244140625, 2.9541015625, 0.37060546875, -0.0732421875
234.618398, -0.00213623046875, 0.00115966796875, -0.001220703125, 2.9541015625, 0.36865234375, -0.07275390625
234.639015, -0.00341796875, 0.00390625, -0.002197265625, 2.962890625, 0.3701171875, -0.06982421875
234.659632, -0.0064697265625, 0.005126953125, -0.00311279296875, 2.96826171875, 0.37353515625, -0.068359375
234.680249, -0.00738525390625, 0.00543212890625, -0.00360107421875, 2.9697265625, 0.37451171875, -0.06787109375
234.700865, -0.00152587890625, 0.0059814453125, -0.0013427734375, 2.96875, 0.36767578125, -0.06689453125
234.721482, -0.00140380859375, 0.00213623046875, -0.001953125, 2.95751953125, 0.36767578125, -0.0712890625
234.742099, -0.00164794921875, 0, -0.00311279296875, 2.95166015625, 0.3681640625, -0.07373046875
234.762715, 0.0008544921875, -0.002197265625, -0.00299072265625, 2.94384765625, 0.365234375, -0.076171875
234.783332, 0.000244140625, -0.0040283203125, -0.001708984375, 2.93896484375, 0.365234375, -0.078125
234.803949, -0.0054931640625, -0.00225830078125, -0.0035400390625, 2.94775390625, 0.3720703125, -0.076171875
234.824566, -0.006103515625, -0.00189208984375, -0.001708984375, 2.94970703125, 0.3720703125, -0.0751953125
234.845182, -0.00872802734375, -0.00286865234375, -0.001708984375, 2.9482421875, 0.37451171875, -0.07666015625
234.865799, -0.0101318359375, -0.0025634765625, -0.00177001953125, 2.95068359375, 0.3759765625, -0.076171875
234.886416, -0.00750732421875, -0.001220703125, -0.00067138671875, 2.953125, 0.373046875, -0.07421875
234.907033, -0.00634765625, -0.00201416015625, -0.000244140625, 2.95068359375, 0.3720703125, -0.0751953125
234.927649, -0.00445556640625, -0.0054931640625, 6.103515625e-05, 2.93994140625, 0.36962890625, -0.0791015625
234.948266, -0.005126953125, -0.00726318359375, -0.0003662109375, 2.93505859375, 0.37060546875, -0.0810546875
234.968883, -0.004638671875, -0.0089111328125, -0.00079345703125, 2.93017578125, 0.3701171875, -0.0830078125
234.9895, -0.00677490234375, -0.0093994140625, -0.0009765625, 2.9306640625, 0.37255859375, -0.0830078125
235.010116, -0.00640869140625, -0.009033203125, 0, 2.93212890625, 0.37158203125, -0.08251953125
235.030733, -0.0078125, -0.0079345703125, -0.002685546875, 2.93603515625, 0.37451171875, -0.08154296875
235.05135, -0.00494384765625, -0.00445556640625, 0.00103759765625, 2.94482421875, 0.3701171875, -0.07666015625
235.071966, -0.00445556640625, -0.00341796875, -0.0003662109375, 2.94775390625, 0.3701171875, -0.07568359375
235.092583, 0.001953125, -0.0018310546875, 0.00164794921875, 2.94921875, 0.36328125, -0.07373046875
235.1132, 0.0006103515625, -0.000244140625, 0.00140380859375, 2.955078125, 0.36474609375, -0.07177734375
235.133817, 0.00506591796875, -0.00213623046875, 0.00323486328125, 2.947265625, 0.359375, -0.07373046875
235.154433, 0.00262451171875, -0.00146484375, 0.00054931640625, 2.95068359375, 0.36328125, -0.07275390625
235.17505, 0.00201416015625, -0.00213623046875, -0.000732421875, 2.94970703125, 0.3642578125, -0.07373046875
235.195667, -0.00286865234375, -0.002685546875, 0.00030517578125, 2.951171875, 0.369140625, -0.07421875
235.216284, -0.00146484375, -0.004150390625, 0.00189208984375, 2.9462890625, 0.3671875, -0.07568359375
235.2369, 0.00067138671875, -0.003662109375, 0.00286865234375, 2.94677734375, 0.36474609375, -0.07470703125
235.257517, 0.00103759765625, -0.000244140625, 0.001220703125, 2.95703125, 0.365234375, -0.07080078125
235.278134, -0.0025634765625, 0.00531005859375, -0.0009765625, 2.9755859375, 0.3701171875, -0.064453125
235.29875, 0.0028076171875, 0.00665283203125, 0.00103759765625, 2.97705078125, 0.36376953125, -0.0625
235.319367, 0.00439453125, 0.00469970703125, 0.0003662109375, 2.970703125, 0.36279296875, -0.06494140625
235.339984, 0.0054931640625, 0.00274658203125, 0.00164794921875, 2.96435546875, 0.36083984375, -0.06689453125
235.360601, 0.00152587890625, 0.0008544921875, 0.00250244140625, 2.96142578125, 0.36474609375, -0.0693359375
235.381218, 0.0035400390625, -0.00115966796875, 0.003662109375, 2.9541015625, 0.3623046875, -0.0712890625
235.401834, 0.00384521484375, -0.00140380859375, 0.00384521484375, 2.95361328125, 0.3623046875, -0.07177734375
235.422451, 0.00714111328125, 0.00225830078125, 0.004150390625, 2.96337890625, 0.35888671875, -0.0673828125
235.443068, 0.00872802734375, 0.00634765625, 0.00396728515625, 2.974609375, 0.357421875, -0.0625
235.463684, 0.0120849609375, 0.01080322265625, 0.00201416015625, 2.9873046875, 0.35498046875, -0.05712890625
235.484301, 0.01202392578125, 0.0098876953125, 0.00177001953125, 2.984375, 0.35546875, -0.05859375
235.504918, 0.01507568359375, 0.0067138671875, 0.00262451171875, 2.9736328125, 0.35205078125, -0.06201171875
235.525534, 0.010009765625, 0.0048828125, 0.00482177734375, 2.97021484375, 0.3564453125, -0.06396484375
235.546151, 0.00372314453125, 0.00396728515625, 0.00238037109375, 2.97119140625, 0.3642578125, -0.06494140625
235.566768, 0.00054931640625, 0.00115966796875, 0.0020751953125, 2.96435546875, 0.3671875, -0.068359375
235.587385, 0.00213623046875, 0, 0.00408935546875, 2.96044921875, 0.365234375, -0.06982421875
235.608002, 0.00762939453125, 0.00079345703125, 0.0042724609375, 2.9599609375, 0.359375, -0.06884765625
235.628618, 0.0057373046875, 0.00616455078125, 0.0010986328125, 2.97705078125, 0.36279296875, -0.0625
235.649235, 0.0048828125, 0.01025390625, 0.0008544921875, 2.990234375, 0.3642578125, -0.0576171875
235.669852, 0.00787353515625, 0.01202392578125, 0.00140380859375, 2.994140625, 0.36083984375, -0.0556640625
235.690468, 0.007568359375, 0.0084228515625, 0.00225830078125, 2.9833984375, 0.36083984375, -0.06005859375
235.711085, 0.005126953125, 0.0045166015625, -0.00140380859375, 2.97265625, 0.36474609375, -0.064453125
235.731702, 0.00091552734375, 0.001220703125, -0.00048828125, 2.96484375, 0.36865234375, -0.068359375
235.752319, -0.0018310546875, -0.00140380859375, -0.0001220703125, 2.958984375, 0.37158203125, -0.07177734375
235.772935, -0.00299072265625, -6.103515625e-05, 0.00042724609375, 2.96337890625, 0.37255859375, -0.06982421875
235.793552, -0.0028076171875, -0.0028076171875, -0.00164794921875, 2.955078125, 0.373046875, -0.0732421875
235.814169, -0.0040283203125, -0.002685546875, -0.00341796875, 2.95654296875, 0.375, -0.0732421875
235.834786, -0.0035400390625, -0.00079345703125, -0.00341796875, 2.96142578125, 0.37451171875, -0.0712890625
235.855402, -0.00347900390625, 0.002685546875, -0.00360107421875, 2.9716796875, 0.37451171875, -0.06689453125
235.876019, 0.0001220703125, 0.00335693359375, -0.0050048828125, 2.9716796875, 0.37158203125, -0.06640625
235.896636, 0.0001220703125, -0.0001220703125, -0.00396728515625, 2.96142578125, 0.37109375, -0.0703125
235.917252, -0.004150390625, -0.00421142578125, -0.00335693359375, 2.95166015625, 0.375, -0.0751953125
235.937869, -0.01019287109375, -0.00701904296875, -0.006103515625, 2.94677734375, 0.38232421875, -0.07861328125
235.958486, -0.01153564453125, -0.00885009765625, -0.00482177734375, 2.9423828125, 0.3828125, -0.0810546875
235.979103, -0.01220703125, -0.00799560546875, -0.00390625, 2.9453125, 0.38330078125, -0.07958984375
235.999719, -0.01123046875, -0.00579833984375, -0.00335693359375, 2.95068359375, 0.38232421875, -0.0771484375
236.020336, -0.00823974609375, -0.0040283203125, -0.0020751953125, 2.9541015625, 0.37841796875, -0.0751953125
236.040953, -0.0074462890625, -0.00384521484375, -0.0028076171875, 2.9541015625, 0.3779296875, -0.07470703125
236.061569, -0.00970458984375, -0.003662109375, -0.00311279296875, 2.9560546875, 0.38037109375, -0.07470703125
236.082186, -0.00762939453125, -0.00421142578125, -0.00433349609375, 2.953125, 0.37890625, -0.0751953125
236.102803, -0.00439453125, -0.00714111328125, -0.0028076171875, 2.94287109375, 0.37451171875, -0.07861328125
236.12342, -0.0020751953125, -0.0076904296875, -0.0013427734375, 2.93994140625, 0.37158203125, -0.07958984375
236.144037, -0.0069580078125, -0.0087890625, -0.0028076171875, 2.939453125, 0.376953125, -0.0810546875
236.164653, -0.0118408203125, -0.00677490234375, -0.00299072265625, 2.9482421875, 0.38232421875, -0.07861328125
236.18527, -0.0140380859375, -0.00469970703125, -0.00201416015625, 2.955078125, 0.38427734375, -0.07568359375
236.205887, -0.0125732421875, -0.00494384765625, -0.0006103515625, 2.95361328125, 0.3818359375, -0.076171875
236.226503, -0.0108642578125, -0.0015869140625, 0.00091552734375, 2.9619140625, 0.37939453125, -0.072265625
236.24712, -0.0098876953125, 0.00042724609375, -0.00177001953125, 2.96728515625, 0.3798828125, -0.06982421875
236.267737, -0.00848388671875, 0.0029296875, -0.000244140625, 2.9736328125, 0.37744140625, -0.06689453125
236.288353, -0.00164794921875, 0.005126953125, 0.0001220703125, 2.9765625, 0.37060546875, -0.064453125
236.30897, -0.0008544921875, 0.00372314453125, 0.00054931640625, 2.97216796875, 0.36962890625, -0.06591796875
236.329587, 0.00323486328125, 0.00079345703125, 0.00274658203125, 2.9609375, 0.3642578125, -0.0693359375
236.350204, 0.0010986328125, -0.001953125, 0.0006103515625, 2.9541015625, 0.3671875, -0.07275390625
236.370821, -0.00299072265625, -0.0025634765625, 0.00079345703125, 2.9541015625, 0.37109375, -0.0732421875
236.391437, -0.00360107421875, -0.0015869140625, 0.0028076171875, 2.95751953125, 0.37109375, -0.07177734375
236.412054, -0.00396728515625, -0.000244140625, 0.0018310546875, 2.96142578125, 0.37158203125, -0.0703125
236.432671, -0.00250244140625, 0.00030517578125, 0.0006103515625, 2.96240234375, 0.37060546875, -0.06982421875
236.453287, -0.00250244140625, 0.001708984375, -0.001220703125, 2.966796875, 0.37109375, -0.068359375
236.473904, 0.00244140625, 0.00408935546875, 0.001220703125, 2.97119140625, 0.365234375, -0.0654296875
236.494521, 0.00421142578125, 0.00396728515625, 0.0006103515625, 2.9697265625, 0.36376953125, -0.0654296875
236.515137, 0.00762939453125, 0.00421142578125, 0.00225830078125, 2.96875, 0.359375, -0.0654296875
236.535754, 0.0078125, 0.00372314453125, 0.0015869140625, 2.966796875, 0.359375, -0.06591796875
236.556371, 0.0091552734375, 0.001220703125, 0.00213623046875, 2.95849609375, 0.35791015625, -0.06884765625
236.576988, 0.00665283203125, 0.0006103515625, 0.00213623046875, 2.9580078125, 0.3603515625, -0.0693359375
236.597605, 0.00628662109375, 0.001953125, 0.0050048828125, 2.9619140625, 0.359375, -0.06787109375
236.618221, 0.00921630859375, -0.0001220703125, 0.0067138671875, 2.9541015625, 0.35595703125, -0.0703125
236.638838, 0.0133056640625, 0.0020751953125, 0.00775146484375, 2.95849609375, 0.35107421875, -0.0673828125
236.659455, 0.01416015625, 0.0064697265625, 0.00421142578125, 2.9716796875, 0.3515625, -0.0625
236.680071, 0.0157470703125, 0.00604248046875, 0.00537109375, 2.96923828125, 0.349609375, -0.06298828125
236.700688, 0.01617431640625, 0.0047607421875, 0.00518798828125, 2.96533203125, 0.34912109375, -0.064453125
236.721305, 0.01715087890625, 0.00177001953125, 0.007568359375, 2.955078125, 0.34716796875, -0.06787109375
236.741922, 0.0126953125, -0.0008544921875, 0.0072021484375, 2.94970703125, 0.35205078125, -0.07080078125
236.762538, 0.00775146484375, -0.0045166015625, 0.00677490234375, 2.94140625, 0.35693359375, -0.0751953125
236.783155, 0.00927734375, -0.00244140625, 0.00677490234375, 2.94677734375, 0.35546875, -0.07275390625
236.803772, 0.01519775390625, -0.0028076171875, 0.00640869140625, 2.9423828125, 0.349609375, -0.0732421875
236.824389, 0.01239013671875, 0.0006103515625, 0.0028076171875, 2.9541015625, 0.35400390625, -0.06982421875
236.845005, 0.01031494140625, 0.00579833984375, 0.002197265625, 2.9716796875, 0.35693359375, -0.0634765625
236.865622, 0.01068115234375, 0.0074462890625, 0.00372314453125, 2.9765625, 0.35595703125, -0.0615234375
236.886239, 0.01080322265625, 0.00439453125, 0.00372314453125, 2.966796875, 0.35546875, -0.06494140625
236.906855, 0.005126953125, 0.00018310546875, 0.0020751953125, 2.95703125, 0.36181640625, -0.0703125
236.927472, -0.00030517578125, -0.00244140625, 0.00128173828125, 2.95263671875, 0.3681640625, -0.0732421875
236.948089, -0.002685546875, -0.00341796875, 0.001220703125, 2.95068359375, 0.37060546875, -0.07470703125
236.968706, -0.00250244140625, -0.002685546875, -0.00091552734375, 2.953125, 0.37109375, -0.07373046875
236.989322, 0, -0.00238037109375, -0.001708984375, 2.95263671875, 0.369140625, -0.07373046875
237.009939, 0.00262451171875, 0.00164794921875, -0.0040283203125, 2.962890625, 0.3671875, -0.06884765625
237.030556, -0.00018310546875, 0.0045166015625, -0.00543212890625, 2.97314453125, 0.37109375, -0.0654296875
237.051173, -0.00537109375, 0.007568359375, -0.00823974609375, 2.98486328125, 0.3779296875, -0.0625
237.071789, -0.00555419921875, 0.00518798828125, -0.00836181640625, 2.97802734375, 0.3779296875, -0.06494140625
237.092406, -0.003662109375, 0.00091552734375, -0.00567626953125, 2.96484375, 0.375, -0.06982421875
237.113023, -0.00616455078125, -0.00238037109375, -0.00445556640625, 2.95654296875, 0.376953125, -0.07373046875
237.13364, -0.00927734375, -0.00421142578125, -0.0076904296875, 2.95263671875, 0.38134765625, -0.076171875
237.154256, -0.01214599609375, -0.002197265625, -0.008544921875, 2.9599609375, 0.384765625, -0.07373046875
237.174873, -0.013916015625, -0.00201416015625, -0.008544921875, 2.96142578125, 0.38671875, -0.07373046875
237.19549, -0.01055908203125, -0.001953125, -0.00482177734375, 2.9599609375, 0.38232421875, -0.0732421875
237.216106, -0.01361083984375, 0.00238037109375, -0.00909423828125, 2.97412109375, 0.38720703125, -0.068359375
237.236723, -0.01007080078125, 0.00567626953125, -0.00799560546875, 2.98193359375, 0.38330078125, -0.064453125
237.25734, -0.0118408203125, 0.001953125, -0.00848388671875, 2.97216796875, 0.38525390625, -0.06884765625
237.277957, -0.0101318359375, -0.00079345703125, -0.0081787109375, 2.96337890625, 0.38330078125, -0.072265625
237.298573, -0.0135498046875, -0.005859375, -0.00994873046875, 2.95068359375, 0.3876953125, -0.07861328125
237.31919, -0.0174560546875, -0.00537109375, -0.01055908203125, 2.95458984375, 0.39208984375, -0.07763671875
237.339807, -0.0169677734375, -0.00506591796875, -0.00726318359375, 2.955078125, 0.390625, -0.0771484375
237.360424, -0.01177978515625, -0.00445556640625, -0.0054931640625, 2.95458984375, 0.38427734375, -0.076171875
237.38104, -0.0096435546875, -0.0035400390625, -0.005126953125, 2.95556640625, 0.38232421875, -0.0751953125
237.401657, -0.009033203125, -0.00164794921875, -0.00433349609375, 2.9609375, 0.3818359375, -0.07275390625
237.422274, -0.00811767578125, -0.00054931640625, -0.00262451171875, 2.9638671875, 0.3798828125, -0.0712890625
237.44289, -0.00701904296875, 0.00079345703125, -0.00067138671875, 2.96728515625, 0.37841796875, -0.0693359375
237.463507, -0.0001220703125, -0.00091552734375, 0.00018310546875, 2.958984375, 0.37109375, -0.0712890625
237.484124, -0.00140380859375, -0.0010986328125, 0.00054931640625, 2.958984375, 0.37255859375, -0.07177734375
237.504741, 0.00048828125, -0.000244140625, 0.00213623046875, 2.9609375, 0.3701171875, -0.0703125
237.525358, -0.00262451171875, -0.001220703125, 0, 2.95947265625, 0.3740234375, -0.07177734375
237.545974, -0.00439453125, -0.00286865234375, 0.002197265625, 2.9560546875, 0.375, -0.07373046875
237.566591, -0.00244140625, -0.004638671875, 0.0048828125, 2.94970703125, 0.3720703125, -0.0751953125
237.587208, 0.0013427734375, -0.00408935546875, 0.00653076171875, 2.94921875, 0.36767578125, -0.07470703125
237.607824, 0.00201416015625, -0.0030517578125, 0.00701904296875, 2.95263671875, 0.3671875, -0.0732421875
237.628441, 0.00213623046875, -0.00115966796875, 0.0052490234375, 2.9580078125, 0.36767578125, -0.0712890625
237.649058, 0.00396728515625, 0.003662109375, 0.0054931640625, 2.97119140625, 0.3662109375, -0.0654296875
237.669674, 0.00982666015625, 0.0030517578125, 0.004150390625, 2.966796875, 0.36083984375, -0.06591796875
237.690291, 0.01141357421875, 0.00152587890625, 0.006591796875, 2.96142578125, 0.3583984375, -0.06787109375
237.710908, 0.01116943359375, 0.00030517578125, 0.00616455078125, 2.9580078125, 0.35888671875, -0.0693359375
237.731525, 0.00885009765625, -0.00433349609375, 0.006103515625, 2.9453125, 0.36083984375, -0.07470703125
237.752142, 0.005126953125, -0.0025634765625, 0.00555419921875, 2.953125, 0.365234375, -0.07275390625
237.772758, 0.00457763671875, -0.00311279296875, 0.0067138671875, 2.95166015625, 0.36572265625, -0.0732421875
237.793375, 0.00616455078125, -0.000732421875, 0.00750732421875, 2.95849609375, 0.36376953125, -0.0703125
237.813992, 0.00885009765625, 0.000732421875, 0.00811767578125, 2.96142578125, 0.36083984375, -0.068359375
237.834608, 0.00958251953125, 0.00103759765625, 0.0069580078125, 2.9619140625, 0.36083984375, -0.06787109375
237.855225, 0.01141357421875, 0.0030517578125, 0.0076904296875, 2.96728515625, 0.3583984375, -0.0654296875
237.875842, 0.01202392578125, 0.004150390625, 0.0067138671875, 2.970703125, 0.3583984375, -0.064453125
237.896459, 0.01531982421875, 0.0030517578125, 0.00836181640625, 2.9658203125, 0.3544921875, -0.0654296875
237.917075, 0.016357421875, -0.0003662109375, 0.00787353515625, 2.9541015625, 0.353515625, -0.0693359375
237.937692, 0.01373291015625, -0.00140380859375, 0.00677490234375, 2.95263671875, 0.3564453125, -0.07080078125
237.958309, 0.00732421875, 0.0006103515625, 0.00604248046875, 2.962890625, 0.36376953125, -0.068359375
237.978926, 0.010498046875, 6.103515625e-05, 0.00653076171875, 2.95947265625, 0.3603515625, -0.06884765625
237.999542, 0.01177978515625, 0.00067138671875, 0.00634765625, 2.9609375, 0.35888671875, -0.068359375
238.020159, 0.01129150390625, 0.0029296875, 0.0054931640625, 2.96826171875, 0.35986328125, -0.0654296875
238.040776, 0.00701904296875, 0.00665283203125, 0.00311279296875, 2.98193359375, 0.365234375, -0.06103515625
238.061392, 0.01153564453125, 0.005859375, 0.00506591796875, 2.97705078125, 0.35986328125, -0.06201171875
238.082009, 0.00689697265625, 0.0042724609375, 0.00091552734375, 2.97509765625, 0.3662109375, -0.06396484375
238.102626, 0.00775146484375, 0.00286865234375, 0.00250244140625, 2.97021484375, 0.36474609375, -0.0654296875
238.123243, 0.002685546875, -0.000244140625, 0.00140380859375, 2.9638671875, 0.37060546875, -0.0693359375
238.143859, -0.00213623046875, 0.00201416015625, -0.00067138671875, 2.97265625, 0.37646484375, -0.06689453125
238.164476, -0.00396728515625, 0.0006103515625, -0.00115966796875, 2.9697265625, 0.37841796875, -0.068359375
238.185093, -0.0040283203125, 0.002197265625, -0.0020751953125, 2.974609375, 0.37890625, -0.06640625
238.20571, -0.00469970703125, 0.00286865234375, -0.00238037109375, 2.97705078125, 0.3798828125, -0.06591796875
238.226326, -0.00811767578125, 0.00372314453125, -0.007080078125, 2.98095703125, 0.38525390625, -0.0654296875
238.246943, -0.0087890625, 0.0052490234375, -0.00579833984375, 2.98583984375, 0.38525390625, -0.06298828125
238.26756, -0.00738525390625, 0.00421142578125, -0.00634765625, 2.982421875, 0.38427734375, -0.064453125
238.288177, -0.0084228515625, 0.00244140625, -0.00555419921875, 2.9775390625, 0.384765625, -0.06640625
238.308793, -0.00946044921875, 0.00048828125, -0.0079345703125, 2.97265625, 0.38671875, -0.06884765625
238.32941, -0.0128173828125, -0.002197265625, -0.0103759765625, 2.966796875, 0.39111328125, -0.072265625
238.350027, -0.01153564453125, -0.0008544921875, -0.00830078125, 2.9697265625, 0.38916015625, -0.07080078125
238.370643, -0.01025390625, -0.0030517578125, -0.00836181640625, 2.962890625, 0.3876953125, -0.0732421875
238.39126, -0.01153564453125, -0.000732421875, -0.00823974609375, 2.97021484375, 0.38916015625, -0.0703125
238.411877, -0.01397705078125, -0.00244140625, -0.0091552734375, 2.966796875, 0.39208984375, -0.07275390625
238.432493, -0.013671875, -0.00274658203125, -0.00750732421875, 2.9658203125, 0.39111328125, -0.07275390625
238.45311, -0.014404296875, -0.00238037109375, -0.00604248046875, 2.96728515625, 0.39111328125, -0.072265625
238.473727, -0.00970458984375, -0.00152587890625, -0.005615234375, 2.96728515625, 0.38623046875, -0.0712890625
238.494344, -0.0091552734375, 0.0003662109375, -0.00579833984375, 2.97265625, 0.3857421875, -0.06884765625
238.514961, -0.00543212890625, -0.001708984375, -0.00634765625, 2.96484375, 0.38232421875, -0.0712890625
238.535577, -0.0015869140625, -0.002685546875, -0.00482177734375, 2.9599609375, 0.37744140625, -0.072265625
238.556194, -0.0023193359375, -0.00408935546875, -0.00494384765625, 2.9560546875, 0.37841796875, -0.07421875
238.576811, -0.007080078125, -0.00494384765625, -0.00311279296875, 2.9560546875, 0.38232421875, -0.0751953125
238.597427, -0.00897216796875, -0.00384521484375, -0.00384521484375, 2.96044921875, 0.384765625, -0.07373046875
238.618044, -0.00714111328125, -0.001708984375, -0.00213623046875, 2.96533203125, 0.38232421875, -0.0712890625
238.638661, -0.007080078125, -0.00177001953125, -0.00347900390625, 2.96533203125, 0.3828125, -0.0712890625
238.659277, -0.0013427734375, 0.0010986328125, -0.00238037109375, 2.970703125, 0.37646484375, -0.06787109375
238.679894, 0.000244140625, 0.0001220703125, -0.0032958984375, 2.96728515625, 0.37548828125, -0.06884765625
238.700511, 0.0037841796875, -0.00225830078125, -0.0009765625, 2.9580078125, 0.37060546875, -0.07177734375
238.721128, 0.00244140625, -0.00347900390625, -0.0009765625, 2.955078125, 0.3720703125, -0.0732421875
238.741745, 0.001220703125, -0.00286865234375, 0.00042724609375, 2.95751953125, 0.37255859375, -0.072265625
238.762361, 0.00164794921875, -0.002197265625, 0.00274658203125, 2.95947265625, 0.37158203125, -0.0712890625
238.782978, 0.00140380859375, -0.00360107421875, 0.0030517578125, 2.955078125, 0.37158203125, -0.0732421875
238.803595, 0.001220703125, -0.00103759765625, 0.0035400390625, 2.962890625, 0.37158203125, -0.06982421875
238.824211, 0.00177001953125, 0.0008544921875, 0.0040283203125, 2.96826171875, 0.37060546875, -0.06787109375
238.844828, 0.0032958984375, 0.001953125, 0.00457763671875, 2.970703125, 0.369140625, -0.06640625
238.865445, 0.00482177734375, 0.0040283203125, 0.0035400390625, 2.9755859375, 0.36767578125, -0.06396484375
238.886062, 0.0042724609375, 0.00262451171875, 0.0028076171875, 2.9716796875, 0.36865234375, -0.06591796875
238.906678, 0.002197265625, 0.00128173828125, 0.0035400390625, 2.96923828125, 0.37060546875, -0.0673828125
238.927295, 0.00396728515625, 0.00079345703125, 0.00592041015625, 2.96630859375, 0.36767578125, -0.06787109375
238.947912, 0.0050048828125, -0.00054931640625, 0.006103515625, 2.96142578125, 0.3662109375, -0.0693359375
238.968529, 0.0028076171875, -0.0003662109375, 0.00640869140625, 2.962890625, 0.36865234375, -0.0693359375
238.989145, 0.0035400390625, -0.00140380859375, 0.00848388671875, 2.95947265625, 0.36669921875, -0.0703125
239.009762, 0.004638671875, -0.000732421875, 0.00714111328125, 2.9609375, 0.3662109375, -0.06982421875
239.030379, 0.00616455078125, -0.00042724609375, 0.0072021484375, 2.9609375, 0.36474609375, -0.0693359375
239.050995, 0.00469970703125, 0.001708984375, 0.00634765625, 2.96826171875, 0.3662109375, -0.06689453125
239.071612, 0.0067138671875, 0.00372314453125, 0.00787353515625, 2.97314453125, 0.36376953125, -0.064453125
239.092229, 0.009521484375, 0.0047607421875, 0.0069580078125, 2.974609375, 0.36083984375, -0.06298828125
239.112846, 0.0096435546875, 0.00299072265625, 0.00787353515625, 2.96923828125, 0.3603515625, -0.0654296875
239.133462, 0.00860595703125, 0.0023193359375, 0.0067138671875, 2.9677734375, 0.36181640625, -0.06591796875
239.154079, 0.0107421875, -0.00018310546875, 0.00799560546875, 2.95849609375, 0.35888671875, -0.06884765625
239.174696, 0.00732421875, -0.0015869140625, 0.00579833984375, 2.9560546875, 0.36279296875, -0.07080078125
239.195313, 0.0057373046875, -0.001220703125, 0.00640869140625, 2.9580078125, 0.3642578125, -0.0703125
239.215929, 0.0013427734375, 0.000732421875, 0.0045166015625, 2.96630859375, 0.369140625, -0.068359375
239.236546, 0.00537109375, 0.00146484375, 0.0076904296875, 2.96630859375, 0.36376953125, -0.06689453125
239.257163, 0.003662109375, 0.00103759765625, 0.00439453125, 2.9658203125, 0.36669921875, -0.06787109375
239.27778, 0.007568359375, 0.001708984375, 0.00286865234375, 2.96533203125, 0.36328125, -0.0673828125
239.298396, 0.00714111328125, 0.0029296875, 0.003662109375, 2.96923828125, 0.36328125, -0.06591796875
239.319013, 0.01092529296875, 0.000244140625, 0.003662109375, 2.958984375, 0.35888671875, -0.06884765625
239.33963, 0.0096435546875, 0.000244140625, 0.003173828125, 2.95947265625, 0.3603515625, -0.06884765625
239.360246, 0.00714111328125, -0.0006103515625, 0.00299072265625, 2.9580078125, 0.36279296875, -0.06982421875
239.380863, 0.00274658203125, -0.00018310546875, 0.001953125, 2.96142578125, 0.36767578125, -0.06982421875
239.40148, -0.0015869140625, -0.00140380859375, 0.00225830078125, 2.96044921875, 0.37158203125, -0.07080078125
239.422097, 0.00018310546875, 0.0020751953125, -0.0025634765625, 2.9697265625, 0.37158203125, -0.0673828125
239.442713, 0.0006103515625, 0.00372314453125, -0.002685546875, 2.97412109375, 0.37109375, -0.0654296875
239.46333, -0.00152587890625, 0.00189208984375, -0.001708984375, 2.9697265625, 0.37255859375, -0.0673828125
239.483947, -0.0098876953125, -0.00067138671875, -0.00494384765625, 2.96630859375, 0.38232421875, -0.07080078125
239.504564, -0.01641845703125, -0.0015869140625, -0.00616455078125, 2.966796875, 0.38916015625, -0.07177734375
239.52518, -0.0167236328125, -0.00299072265625, -0.00653076171875, 2.962890625, 0.38916015625, -0.07373046875
239.545797, -0.01605224609375, -6.103515625e-05, -0.00555419921875, 2.970703125, 0.38818359375, -0.06982421875
239.566414, -0.0146484375, 0.00555419921875, -0.01141357421875, 2.986328125, 0.388671875, -0.06396484375
239.58703, -0.00958251953125, 0.00421142578125, -0.0115966796875, 2.97998046875, 0.3837890625, -0.0654296875
239.607647, -0.00335693359375, 0.00323486328125, -0.007568359375, 2.97412109375, 0.375, -0.06591796875
239.628264, -0.00433349609375, -6.103515625e-05, -0.0087890625, 2.96484375, 0.37646484375, -0.0703125
239.648881, -0.01190185546875, -0.0018310546875, -0.0101318359375, 2.96337890625, 0.38427734375, -0.072265625
239.669498, -0.01336669921875, -0.00360107421875, -0.00665283203125, 2.958984375, 0.38427734375, -0.07421875
239.690114, -0.013916015625, -0.0048828125, -0.00872802734375, 2.95556640625, 0.38525390625, -0.07568359375
239.710731, -0.0120849609375, -0.0057373046875, -0.0054931640625, 2.9521484375, 0.3818359375, -0.07666015625
239.731348, -0.0113525390625, -0.00518798828125, -0.0081787109375, 2.953125, 0.3818359375, -0.076171875
239.751964, -0.0067138671875, -0.005859375, -0.0076904296875, 2.94873046875, 0.376953125, -0.0771484375
