Time,Isos,Fluo
0.1001,0.37991234567167204,0.5612921875496382
0.1101,0.37980701590780197,0.5610877972811552
0.1201,0.37968620672760933,0.5608808166692324
0.1301,0.37939057545267946,0.5605828566279417
0.1401,0.37891089628676256,0.5601645810387242
0.1501,0.3783285219868179,0.5597058036228603
0.1601,0.3777811558556282,0.5593177051751522
0.1701,0.3774175938945503,0.5590428764230583
0.1801,0.37721312448201555,0.5588529058025876
0.1901,0.3770794117086091,0.5587308499490098
0.2001,0.37693450328095945,0.5585749780024755
0.2101,0.37669736437820356,0.5582586586432223
0.2201,0.3764046682351543,0.5578604401507974
0.2301,0.3760942792344028,0.5575169764548754
0.2401,0.3758027896449925,0.5572481048509339
0.2501,0.3756134177428247,0.5570848373262174
0.2601,0.37551372790913,0.5570211650775018
0.2701,0.37546085306431903,0.556972627005208
0.2801,0.3753979311732191,0.5568353441248546
0.2901,0.3752311701391157,0.5565874056948462
0.3001,0.3749930718567168,0.556324128813373
0.3101,0.3747557169631133,0.5560769127478514
0.3201,0.3745798312072614,0.5558820714920611
0.3301,0.3745375511462894,0.555807104656945
0.3401,0.37456420918488414,0.5557618638205943
0.3501,0.3745521353668137,0.555625626339118
0.3601,0.3744251444590003,0.5553981030862926
0.3701,0.37411723337028874,0.5550914775516655
0.3801,0.37369804651371474,0.5547101990767281
0.3901,0.3732807773125335,0.5543129347826946
0.4001,0.37296215246011527,0.5540221469759979
0.4101,0.37285167821930515,0.5539228595676833
0.4201,0.372919495516723,0.5539575679551246
0.4301,0.3730676514827918,0.554070153560216
0.4401,0.37320017429756697,0.5542085231991059
0.4501,0.3732165010427074,0.5542377610314835
0.4601,0.3731547424292742,0.5541697664334123
0.4701,0.37309774065520857,0.5541280209474135
0.4801,0.37309282471168775,0.5541471511368044
0.4901,0.3731848152611183,0.5542078462912439
0.5001,0.3732787422868019,0.5542554709060741
0.5101,0.3732578452445856,0.5542289722831094
0.5201,0.37309680477564106,0.5540531078398024
0.5301,0.3728065993842221,0.5537382604849048
0.5401,0.3725037869363515,0.5534490218425525
0.5501,0.37228632882848156,0.5532637488776012
0.5601,0.372166152328741,0.5531340232374582
0.5701,0.3721496613167461,0.5530529843652506
0.5801,0.3721344264655187,0.5529601435127496
0.5901,0.37200304337948303,0.5527226876473811
0.6001,0.3717342156616376,0.5523269849801735
0.6101,0.37136256669557594,0.551868720830323
0.6201,0.37103309744152835,0.5514818221386857
0.6301,0.3708358624919623,0.5512378123239837
0.6401,0.37071895420629064,0.5511611066760408
0.6501,0.3706374101469085,0.5512265368679296
0.6601,0.3705166613208526,0.551239442045281
0.6701,0.37033098702135137,0.5510684883668102
0.6801,0.37013023154861735,0.5507628517697649
0.6901,0.36991035968191194,0.5503741879651065
0.7001,0.36970914627336365,0.5500036604115104
0.7101,0.3695621823370705,0.5498006449780642
0.7201,0.36945522968962974,0.5497925401087275
0.7301,0.3694143401411984,0.5498535060128149
0.7401,0.3693833324445124,0.5498395624835708
0.7501,0.3692739687870729,0.5497345737932998
0.7601,0.36906944218468035,0.5495737532079886
0.7701,0.3687713570046642,0.5493486170249521
0.7801,0.3684930714208352,0.5491369866364388
0.7901,0.36834639465649666,0.5490141168767434
0.8001,0.3683159018388795,0.5489074503808542
0.8101,0.36835297353263996,0.5487736587719841
0.8201,0.3683418279452351,0.5485920857179142
0.8301,0.36820527198743364,0.5483349436276634
0.8401,0.3679936768987598,0.5480528775448754
0.8501,0.3677554056360415,0.5478448188004805
0.8601,0.3675759215007622,0.5477872511691814
0.8701,0.36750491775724065,0.5477883057426797
0.8801,0.36747608201240356,0.5477245291089358
0.8901,0.3674261344793272,0.5476089527992511
0.9001,0.36726198907492663,0.5474269431142307
0.9101,0.36695973802371784,0.5471525613410443
0.9201,0.36664145444946805,0.5468800441199337
0.9301,0.3663903954713194,0.546673241263813
0.9401,0.3662469617297125,0.5465026463093375
0.9501,0.3661680461987767,0.5463590365072402
0.9601,0.36602399651622847,0.5462413620851075
0.9701,0.3657946277926346,0.546111362136442
0.9801,0.3655061398568364,0.5458814985636958
0.9901,0.365199982384638,0.5455792986761469
1.0001,0.36495617893576815,0.5453313442035599
1.0101,0.3647823659504535,0.5451416575565815
1.0201,0.3647076527423517,0.5450227217172827
1.0301,0.3647476737254395,0.5450052035448328
1.0401,0.3647921181173939,0.5449849204107227
1.0501,0.36474549280946844,0.5448548382343603
