,A53T_701,A53T_705,A53T_706,A53T_707,A53T_709,A53T_710,GFP_406,GFP_407,mKate_691,mKate_692,mKate_700,mKate_703,mKate_704
11,0.36415479184934707,0.08536138096533197,0.5818260742411097,0.05182362586850786,0.5828955687413595,0.47173217791157684,0.537403566857797,0.04913312724301733,0.3710634739938379,0.4493510326507577,0.13459515010174616,0.10467250889191204,0.3644347458163888
12,0.3270951209312867,0.15173008165698665,0.6051905140927794,0.036640079510275037,0.5849928681476713,0.5105730855845203,0.4965273225545186,0.05622077733021813,0.35422974431353893,0.4917436506938211,0.1648206276355202,0.07585553599230854,0.41796151184261277
13,0.3016224585209115,0.21153572429770673,0.6205252370594216,0.033684556290758394,0.5723031419119784,0.5400664232401264,0.4667428854421396,0.06376841539504907,0.33747343517629425,0.5246762537425398,0.19466309684306182,0.05379451954219405,0.4709189375902034
14,0.29636670141115484,0.2568566889542323,0.626973090249372,0.046720037800707104,0.5437044542104474,0.5493647759863052,0.452272228431827,0.07322191313147153,0.3202370805842736,0.5468855442989695,0.21866578891596156,0.04592962488112473,0.5070944278430023
15,0.3132510640872832,0.2840215735517626,0.6252164115587044,0.07450624148059859,0.5066072341283534,0.5343193531560209,0.4512931363375716,0.08452694619038859,0.30418386332320413,0.5595562456602421,0.2337957234908039,0.05401636872879312,0.5151321564833777
16,0.3464161059342108,0.29484922555451654,0.6163101210642008,0.1118493815325694,0.47281655931494804,0.4995241440068465,0.45802688913855194,0.09460641971326123,0.29163567060289664,0.5644349594176368,0.24114224920321892,0.07268615708754256,0.4931249662009196
17,0.38462566829210454,0.2959656466548166,0.6012772441577718,0.15147694502659625,0.4524955015044574,0.4568082757373526,0.46592062849450944,0.09891884388887329,0.28282760273840024,0.5618099052031256,0.24514908059440899,0.09205580695637039,0.44899470028172406
18,0.4159431178039741,0.2963114517607002,0.5817721759284078,0.18558721356021213,0.4492205623045198,0.42068280666719415,0.4703468250124354,0.09468909657561753,0.2744947273980114,0.5500947375099541,0.2508468898132943,0.10262668723617363,0.3963001996942661
19,0.4324583735386689,0.3033410845417084,0.5609516702153039,0.2070110625594257,0.457757457836383,0.40249848499369634,0.4698021803070995,0.08347270794859529,0.26153024626027754,0.5278315511229925,0.26130600331564224,0.09985957917321153,0.3483262749839455
20,0.4328335867532451,0.32012586753011885,0.5430171439338105,0.21032986272064846,0.46571625454326915,0.40659666646518655,0.4655011330039982,0.07104598285121444,0.24047654400320972,0.4966274578162455,0.2768074578324953,0.08612092860937892,0.3137479272463328
21,0.42139726467591565,0.3451895126494353,0.5317170270831895,0.19376693079931062,0.4588562818960251,0.4304752551727353,0.4599335505262703,0.06406554757470984,0.21219316072212946,0.46220260107866507,0.2951048415706703,0.06897862072794414,0.29505263139476545
22,0.40512161181553985,0.3745693950740536,0.5287928356296545,0.16154507489443137,0.4275431558582232,0.46771483711879336,0.45553819014608754,0.06577685423008184,0.18161403767394946,0.4325550783101706,0.31223509901949775,0.057433364597248016,0.2895601691190408
23,0.3907708520196618,0.4043909589411365,0.5326913676429568,0.12455162915836482,0.3715378752129461,0.5111785975142169,0.45383645804094597,0.07403780540767846,0.154704305549902,0.41466567640113805,0.32398859110882583,0.05849329670007952,0.2917300966611025
24,0.3832526965349081,0.4319241620520664,0.5386963498945407,0.09760979258838232,0.30099918888262245,0.5544299961496746,0.454521990113399,0.08295721851926396,0.13540838096426366,0.411871770671568,0.32774562186099754,0.0750581557654173,0.29505060462757804
25,0.38540560536876045,0.4544719598289282,0.5411819704011611,0.09365342507895447,0.23275085228056103,0.5911618202475766,0.45501335678795884,0.08693620701346605,0.12481151495619125,0.4234170300090767,0.3240419666012073,0.10523381756383232,0.2935159536809451
26,0.39857169061596753,0.4682116647593437,0.5365562770264898,0.11746269606340842,0.1833034542121692,0.6152019319157986,0.4514320840940944,0.0840303717014379,0.12192659783895055,0.44580632336044257,0.3165621676509245,0.14293194387946517,0.28333327502476635
27,0.42277559878823867,0.4689513138973256,0.5251259467321967,0.16315098996034783,0.16174777769012438,0.6227497363578416,0.44088386515771516,0.0760571804946375,0.12465126662417614,0.47424899063177595,0.30966638871838814,0.17957346022073883,0.2642661813561431
28,0.4564342402159971,0.45432745270550523,0.5107319803191901,0.2172500977074998,0.1658791495175893,0.6148687016206522,0.424024323110439,0.06614855736059022,0.1300054665726802,0.5034636716942709,0.3052167106287307,0.20700461471336862,0.23969910109830073
29,0.4958822350910608,0.4259644274722252,0.498173097493404,0.2649057275839084,0.18423065689486817,0.5977142151342596,0.4060894781980573,0.05641881855367181,0.13378206044977192,0.5283022308781637,0.3014404155454731,0.2206965712162945,0.2149421906438298
30,0.5347116301747445,0.3899158744916864,0.49044477513369156,0.29528107102934076,0.2031780687134055,0.5800457580088181,0.39487734134628916,0.047454560758619646,0.13105226363926414,0.544607406088371,0.29453388914923995,0.22119885851483723,0.19447414203451752
31,0.5639243700344854,0.35452271547566916,0.48739966649133937,0.30359067181802146,0.21432155907854522,0.5695864792842231,0.3966340652072464,0.03961683984974318,0.11812355702242039,0.5503375497821095,0.2818111035301163,0.21302927668895855,0.18041974598893562
32,0.5738355540298556,0.3270203467985455,0.4856668456376889,0.2897862275592189,0.21761231184171947,0.5706896715978904,0.4125317368146253,0.03453987324054664,0.09459415839248031,0.5462097851162362,0.26420154933854967,0.20170074689536133,0.1732639957591653
33,0.5571787068234912,0.31077966124550827,0.4799221133603204,0.25657379821342197,0.21878348682371485,0.5839333911587308,0.4378851658502825,0.035126344143321386,0.06420331242027455,0.5350303622558394,0.24637074141407034,0.19027357281458102,0.17309897576247568
34,0.5123007708475513,0.3043147780036337,0.4653229478553289,0.20887514969857301,0.22314797950900855,0.6063651536511561,0.4646886187117061,0.044394631393773754,0.03395640556995705,0.5203317239541372,0.23483752036628225,0.1775593377557727,0.18001562720897368
35,0.44484249724540126,0.3028570608637704,0.4399248803288236,0.15401684608917776,0.2305196505626217,0.6322527713700898,0.4857815992537651,0.06452037785974474,0.011721286472621273,0.505439119654616,0.23521864462263675,0.15935132459963253,0.19387204333433106
36,0.36639194921047613,0.3016511807723887,0.4066416495028369,0.101041533142876,0.2348577495118076,0.6548579734182325,0.49785275483047453,0.09651085496807932,0.003672040345259475,0.49314997400373706,0.24931362194056117,0.13196054293140858,0.21419131558741977
37,0.290669493590745,0.29874517451182747,0.37413465997306883,0.05847698616570085,0.22826627590449844,0.6686989712310298,0.5020761332300006,0.1402030084785344,0.012637565839856979,0.4857935765819166,0.27340698655711204,0.0961096754016122,0.24072681221252168
38,0.22903899466650834,0.2961636011629576,0.3549861481193739,0.03140349000581022,0.2064123582978472,0.6715961244514457,0.5027448463880146,0.193667707060019,0.03734323036435061,0.4852054151428753,0.2990762264360791,0.058723555271045225,0.27381557306616067
39,0.18684723009871895,0.2991471583526639,0.36087275039642375,0.019908091362474956,0.17176423008573583,0.665459781362876,0.5047518234362669,0.2516524921384766,0.07288183424498662,0.49213231647453615,0.3163630285999419,0.030898232261178382,0.3130752200671938
40,0.16212503675933077,0.31336143888565093,0.3964451648954981,0.019781159492293643,0.1325680318779332,0.6547326367038808,0.5113168744052876,0.304947500279662,0.11251550556322654,0.5055476038055895,0.3181102075272557,0.022930413533328586,0.35518790869973893
41,0.14720245747941174,0.34141217336021157,0.45511293088540405,0.02431878230042539,0.09883015249659843,0.6435089561550256,0.5228577405296364,0.34267462303964047,0.14986235642571177,0.522696715649662,0.30313215630215495,0.039028868713109066,0.3929046918240031
42,0.13229828473816374,0.3806559828942291,0.5206103620045921,0.0265271806605627,0.07777416956313843,0.6335616482302187,0.5367994746818705,0.35660335522857967,0.18061860943973107,0.5400556489477015,0.27609585232135636,0.07434880025948276,0.41638897020738197
43,0.11002426691536504,0.42376301402018424,0.5745310805351789,0.02163713332183903,0.07034738800647533,0.6243701935993662,0.5481894841278034,0.3446035518617885,0.20303847911535833,0.5549206798696416,0.24479479158527884,0.11638500928616846,0.4166460618156065
44,0.0790557111281398,0.46243285266389655,0.6048119940806895,0.009108398623014491,0.0703561858783508,0.6148294860073844,0.551116373134608,0.31089719443563313,0.21675669371781225,0.5665451610466832,0.2170660284773529,0.15048303256429696,0.3892150307418851
45,0.04457381412563688,0.49187731973248106,0.6099657295169703,-0.006943283140059542,0.06713778751845645,0.6048948468734494,0.5407521589273934,0.2633446514004434,0.22134594082926506,0.5755926136948863,0.19868446968067666,0.16649147976062206,0.33603450333440366
46,0.015157626798256718,0.5123111299313532,0.5970573767426712,-0.019669198190097603,0.05075985404385808,0.5956721723150205,0.515832288081175,0.2104651765934551,0.2163629467853867,0.582457403377501,0.19267910352429585,0.16314172196196797,0.26542892639513926
47,-0.0017859486688531767,0.526572867195263,0.5751047612130966,-0.023341595491477296,0.01757072527009962,0.5888127824077771,0.4802868544699468,0.159962834555194,0.20281885622716045,0.5862035176948943,0.19955057392686548,0.1478356729226249,0.19082098842231332
48,-0.003374112018239561,0.5359790008571785,0.5487975327928218,-0.016668518565909896,-0.02684057958166619,0.585986433743535,0.44206153295458517,0.1181087223022903,0.18457077921741893,0.5851027531069475,0.21745907815997612,0.13178042898257525,0.12784915015112697
49,0.008538143861502867,0.5373708561938306,0.516473739121559,-0.003289987710475284,-0.06945331173054958,0.587534624028041,0.4092091027924405,0.08925859402517666,0.16760702601216204,0.5784711758235028,0.24253947433230394,0.12366095207479999,0.0902249354243767
50,0.029679060338905217,0.5239906309537634,0.4725529647592319,0.010426680954089829,-0.09538102084697409,0.5907682955053284,0.3856191792367403,0.07546117317782652,0.15673242510263474,0.5682559810038068,0.2695807168511255,0.12584432245752453,0.08567660327135629
51,0.055764234907484944,0.49021299041955846,0.41285969967683744,0.01866352640024216,-0.09427800243021478,0.5900832344274742,0.3692280557776706,0.07608777659108279,0.15248359969102232,0.5587823276387294,0.29262914954468755,0.1347052109283986,0.11353494031632883
52,0.08370747137161905,0.43710856435115186,0.3400829910867431,0.01854165375843042,-0.06491164565279872,0.5799006040229981,0.3543660958396977,0.08786774183892065,0.1513569321533681,0.5547750638472237,0.30581468200927553,0.14396259324048755,0.1654389674887513
53,0.1114743497468873,0.37522893033195004,0.265768912128439,0.010667889890103588,-0.015628514317311826,0.5589495813882461,0.33675223509113117,0.10578110768937332,0.14911397203732912,0.5588109107523387,0.3049236017566459,0.1482515070822088,0.22883754462523775
54,0.13661126716845162,0.32194639726297325,0.20727986784652153,-0.0012415958231315471,0.03957834976250352,0.5322758132403682,0.3172991454853502,0.1246723959188678,0.14446174478044416,0.5694013036906531,0.2894449457489401,0.14481214752742888,0.291050579405272
55,0.1546685717024543,0.29371436912359883,0.1808541905541583,-0.011057917992007837,0.08696026374854782,0.5085598988266771,0.3022236972996639,0.14113975722188643,0.14005472772238292,0.5811227693750975,0.26445229671869797,0.13380777457108195,0.3423963441302025
56,0.15911655890488152,0.29803813966359227,0.19392169106073887,-0.012089333427833804,0.11789650753600833,0.49493500824221437,0.2995965336707873,0.15455129210418805,0.1398486716886138,0.5870993285170156,0.240671475531129,0.11832374212432661,0.37787272472292743
57,0.14339840122630232,0.3303232187031213,0.24128997003975972,-4.982702551670215e-05,0.1304511099188166,0.49324331663597176,0.3144506366163702,0.16610029205403887,0.1454470813268327,0.5821503405519346,0.23094748409280275,0.10353175331645481,0.3970982632722775
58,0.10481246413827083,0.37693225757098325,0.30739465841080893,0.02444327251732714,0.12702765923024995,0.4994581543135257,0.3457671823943076,0.1767811031571198,0.15465816181594594,0.5646963964256013,0.2442497655462672,0.0944877346681805,0.4032196258681675
59,0.04805950256435709,0.42222637056762435,0.3723909398648084,0.05562115532468104,0.11079082356607595,0.5062531634876022,0.3873047240740668,0.18609629816501716,0.16278429154257257,0.5366444880360977,0.28080474260325783,0.09324227007844188,0.40155796444881764
60,-0.014563901060626883,0.45527275723781235,0.41888644455707613,0.08527552923697224,0.0841847655299488,0.5073314821061103,0.43135145804001906,0.19225898731111135,0.16526333639615975,0.5018596709330359,0.33144032615548547,0.09691862716679767,0.3979388634975711
61,-0.06689912451730562,0.4726858796182176,0.4371023277075503,0.10670660549593203,0.05009591196776242,0.5010314772358138,0.47298268551029254,0.19363988718584801,0.159764027482856,0.46483081736632403,0.38194498206125527,0.09858861674030273,0.39708613688840266
62,-0.0947956088678259,0.47768540988678554,0.4272089480697794,0.11708460946874277,0.01381525028705255,0.4915442685720306,0.512029597865582,0.19016848264123976,0.1466164783173851,0.43015842123008685,0.41974653267651263,0.09079653869257243,0.4017050783002407
63,-0.09169595212814574,0.47729115024351954,0.3988567164330714,0.11748456485357606,-0.016840898578041053,0.48710321129892264,0.5512189725828454,0.18321246267697378,0.12821768940334266,0.4019872408319358,0.4385983377952263,0.0693773236112416,0.4123512243193739
64,-0.061299034306583344,0.47904953774097203,0.36776311804394,0.11148093918746937,-0.03434862259625859,0.4956102642402094,0.5922854504835762,0.1743025888512606,0.10789923675643687,0.3830040805072876,0.43944908484248035,0.03563009116002158,0.42807142308531887
65,-0.016159731758214058,0.48840453070712053,0.3494176588008546,0.10317849422627479,-0.03504298481761259,0.5201713141514852,0.6334547858913187,0.164321425466063,0.08789029682378935,0.3735448767298477,0.4282148937062802,-0.0037853134388421417,0.4471506874300202
66,0.026780303108364656,0.5071600254713315,0.3527006218647655,0.09588050949067561,-0.020816586815197713,0.5569830336494275,0.6698975031334431,0.1540075770986915,0.06745904237893674,0.3714312667445263,0.4119300683420146,-0.03894870603093903,0.4671732426869468
67,0.05230006801253406,0.5331422594366031,0.3770570488631497,0.09202901495128923,0.001427317730373634,0.5962123990529644,0.6962524188152464,0.1452272027754664,0.04318639369296218,0.37307471387815205,0.39550049355252526,-0.059600149120042634,0.4851645214118294
68,0.052494314858775315,0.5617423211330186,0.4145797277056662,0.09367284832391132,0.02218748608735499,0.6257258434820945,0.7088373708299067,0.14113006375131576,0.011630167716747408,0.37547002759728,0.38074335049471664,-0.05810068955257597,0.49852556503282575
69,0.029095827293112997,0.5887549025581529,0.4559905582809165,0.10263717048391019,0.03305103619577476,0.6363067467732408,0.7059905018795276,0.14396164670845701,-0.027331177089817693,0.3776292941564119,0.36765664554507804,-0.03216883969673345,0.5058882929279584
70,-0.008264724005879742,0.6123812370356307,0.4967229689006203,0.11990543049104074,0.03020750174038689,0.6256886772522341,0.6875827256141109,0.15238916056844465,-0.06924483973744788,0.38042093634598206,0.35693733009369844,0.013954439464969326,0.5072779521541615
71,-0.04654694860628528,0.6334624493163354,0.5385290115922814,0.1442837267239927,0.016218695252168125,0.5995774500258677,0.6552254416914316,0.1613096795797797,-0.10740352332498926,0.3848062195705326,0.35181773295132057,0.07115665149971528,0.5038479194096501
72,-0.07462087787069027,0.6544074122433852,0.5861571551187161,0.17165085549569747,-0.0012734546061543561,0.5690580823843994,0.6129106722546518,0.164735317129594,-0.13673076481752755,0.3896802282178813,0.3572818868469163,0.1290784827264635,0.49755994865890996
73,-0.08725296747993383,0.6776011774409896,0.6425740503897215,0.19572067760827982,-0.013795304293795496,0.5452982390317218,0.5670020523770858,0.15973175519657934,-0.15604111062532677,0.39149498403998617,0.3771869273868189,0.1796206772152531,0.4911222922466485
74,-0.08651720662629092,0.7042446841693195,0.7064096025748645,0.2097612014224981,-0.01655051875152358,0.5348713822616369,0.5247924495707434,0.14830552373520378,-0.16743995656836042,0.38632775665499164,0.4113970912285936,0.2184324092510015,0.4875791329737478
75,-0.08050301027138218,0.7336404548332287,0.773336852976203,0.20864572028574946,-0.010629919068116944,0.5384451619043329,0.49192352338265355,0.13563397496975105,-0.17363408725561413,0.372441437315274,0.4544213068963465,0.24410839934110307,0.48879614439174546
76,-0.07925219824502783,0.7625824953780613,0.8393531181030145,0.19058318945576191,-0.0025857172760379576,0.5522599570937037,0.47045523940785205,0.126475366724077,-0.1756039808860299,0.35124781019990614,0.49632649551178964,0.2569792863047704,0.4939128239770274
77,-0.08942048724651652,0.7858314447680037,0.9020998202696306,0.15752375581570277,-0.0016125564529567704,0.5703783017877329,0.45888868291001916,0.1228414956057633,-0.17306162296615302,0.3262987581581944,0.5255208165158676,0.25883024848023517,0.49905257583949814
78,-0.11096771105165715,0.7982367044241601,0.9596069597711976,0.11418522481940752,-0.015156309388641986,0.5862330048047815,0.4536801796024226,0.12413238473717447,-0.1671027749832854,0.3016127018514059,0.5322327285082418,0.2527072656660412,0.4980926197514557
79,-0.13770640344175078,0.7973233537109436,1.0088655405913638,0.0665193873109371,-0.045137174672649216,0.5935222869079437,0.45125513321001565,0.12887054625995154,-0.1622521491926765,0.2811466665711082,0.5123094751994461,0.2419515175412723,0.4843122451557824
80,-0.1610583377916086,0.7849387502644412,1.0461541061967505,0.020515748797222955,-0.08672196460621784,0.5879203833773161,0.4494486995622604,0.13610637876557696,-0.16575007033308164,0.2692882616164738,0.4704381312937267,0.22878802866097558,0.4528468423386056
81,-0.1748990137711237,0.76675870974936,1.0693163602866873,-0.017899994635095506,-0.13036340599127394,0.5693802113191593,0.447569139201498,0.14532034648097047,-0.1838527697637815,0.27037327984589243,0.42030996259418973,0.21351847559589743,0.40317201167132666
82,-0.17844619552205288,0.7494850511852391,1.0797802337461304,-0.04257690386973989,-0.1663061003882138,0.5426832938760118,0.4455615452564454,0.1558186997139943,-0.21755096342179758,0.2865531377067576,0.38020817767252524,0.19548932062006807,0.3408513000921931
83,-0.17540434851872622,0.7377791040008796,1.0818868475676258,-0.04826061093049505,-0.18907722500193236,0.515663171840719,0.4431020114736839,0.16685517855763443,-0.26099475992935606,0.3155514104898671,0.36528848781938184,0.17537275706043243,0.2775373514320667
84,-0.17016266383158563,0.7329338367321747,1.0806925876787998,-0.03316427516253384,-0.19991902567080277,0.49662204209278693,0.4390631099124298,0.17813545273410725,-0.3033948915213358,0.3503621958160119,0.3804676777773297,0.1566112806836717,0.2282765026428768
85,-0.16323272857401427,0.7335430186908631,1.0809267635478514,-0.0010384758538761751,-0.20649890439953245,0.49220696575004164,0.4320852583448498,0.18992516853986174,-0.3330271447801181,0.3818785278580705,0.41862842530719924,0.14475511288039034,0.20693277829113566
86,-0.14902087415290532,0.7376868321138264,1.0874150049593467,0.03913405192682573,-0.21935009793846438,0.5063923648221169,0.422168372530507,0.20245261207272325,-0.3416122920035791,0.40304107004232037,0.46522645294091447,0.14503206923033307,0.22158965550513887
87,-0.11817665719662251,0.7451873498893313,1.1053889579614395,0.07622827024580392,-0.24599342149389525,0.5401221233555464,0.4116878524844214,0.21508805974346235,-0.3270698108171599,0.41166178093690053,0.505596331439695,0.15949643984379813,0.27155174764681433
88,-0.06305431229973735,0.758057521194555,1.138777368918542,0.10093420215618876,-0.28624335680379476,0.5906319246000824,0.4047090873245063,0.22646425806238657,-0.29366577412011097,0.410516115055648,0.5307063562255188,0.18580416432899538,0.347431578831936
89,0.017221945785705906,0.7788380165471676,1.1865623882040044,0.10809264599275226,-0.33184401103518724,0.6508776827642837,0.4049143326480431,0.23546900081488076,-0.2502558720070547,0.4051251795243793,0.5392331215955615,0.2184621939899989,0.434288169445185
90,0.11469406615244315,0.8077007581509976,1.240775974692765,0.09726508725977911,-0.3709035165440744,0.7099638549733389,0.41344842360291345,0.2416972577211518,-0.2073712830500951,0.4005034278933506,0.5359881357739793,0.2513187951133977,0.5159192032601179
91,0.21496041439345026,0.8400268654984222,1.2890622498566318,0.0725659410514834,-0.3945187289853269,0.7548061448556687,0.4283318090330668,0.24511748381922382,-0.17388362538848234,0.3988928018576532,0.5286160148985086,0.27977292642166196,0.5787278869968104
92,0.30320517730816343,0.867060373446038,1.320604107024792,0.04176551304524434,-0.4010049534860616,0.7734283653785257,0.4456845632522022,0.24582617507321602,-0.15438118660939804,0.3998701714996944,0.524410736801717,0.3015825557443397,0.6142492840507718
93,0.3703229106168493,0.8801498415425879,1.332081239274585,0.014330408882001766,-0.3951471132998541,0.7592033478309279,0.461479406421883,0.24421031104460145,-0.14796554883610424,0.40225613576131414,0.5279928285373714,0.31588881204159813,0.6199092525802863
94,0.4155024430638532,0.8757608881910572,1.329882488858336,-0.0016483344136397626,-0.38392996157137205,0.7137331265350544,0.4730131645357738,0.2411917527737062,-0.14917647507647347,0.4061188889945444,0.5404920732318796,0.3218748028093854,0.5988664962250034
95,0.443673627017227,0.8579571903073457,1.3263977831081686,-0.002862451002416666,-0.3718811986157644,0.6469017069862915,0.47968978023230635,0.2377566988471691,-0.15123843064311915,0.41308889687134975,0.560048775371591,0.3188048744297012,0.5595423847276626
96,0.45964677436686197,0.8364500720287493,1.3328759421324166,0.007698820373536197,-0.358967427022594,0.5738006729567591,0.4825614892198016,0.2336292316821753,-0.14957216348078228,0.4245020096639185,0.5824723540210242,0.30748440571953806,0.51404740616523
97,0.4639936670091549,0.8210710451162728,1.3538140185814562,0.022651893285818847,-0.3423111881448948,0.5090405536288367,0.48307861694106835,0.22677489473438284,-0.14316545519151846,0.4392795965515228,0.6019252208873116,0.2918590476211569,0.4749608759211488
98,0.4540527346840184,0.8166641688813092,1.3859715509748072,0.03456341846326261,-0.3198104924219569,0.46099820294667193,0.4821857700580301,0.2148955949290876,-0.13360438361922355,0.45374557817703387,0.6120836568563215,0.27881723859232155,0.4509986528707932
99,0.428389166665577,0.821749845519415,1.4221086264249672,0.04041167876579488,-0.29274999671788926,0.42916795645839834,0.48031262498502425,0.19743514039425314,-0.12291541618484336,0.4634240605772111,0.6075918960791071,0.27506685585793056,0.44351800143348497
100,0.39078147075103375,0.830943269660922,1.4562944732344096,0.043353452271022164,-0.2661206679468897,0.40593842676075464,0.47802154841395383,0.17595295600149052,-0.11176536903353407,0.46530326684106615,0.585713562901713,0.2828096023653859,0.4468360202725785
101,0.35075079203417125,0.8391157055222864,1.4865576132710778,0.05006084470405847,-0.2466330281327478,0.38191046843423226,0.47621397795830633,0.1523890103272585,-0.09915628055561232,0.4589101226684211,0.5477716813353295,0.2974607944494778,0.4526728533281843
102,0.32022289962782,0.8444186157070988,1.5137705880100438,0.06541429824056255,-0.23963424994133398,0.35156639890843167,0.47518652674986006,0.12700913760460564,-0.08324056718316264,0.4456506588952025,0.49945795563968165,0.3093763068777511,0.4550621481542172
103,0.30895987451275975,0.8481879070523224,1.538475896421443,0.08841339864318343,-0.24672299148702503,0.3157999582590998,0.47375887693321683,0.09874416538515618,-0.06256910468817045,0.4275212277796592,0.4498810120162622,0.30918808797797404,0.4522641805391414
104,0.32153249317332655,0.8526490105500217,1.5580460524459605,0.1118857786580163,-0.26462392487331954,0.28072524903617335,0.4697657510039144,0.06804620740192835,-0.0374620494476785,0.4062288688718052,0.4094520389779088,0.2935669909360561,0.4452506743922169
105,0.35645394782586326,0.8583948652907569,1.5667226533763512,0.12615253314425257,-0.28553243136557604,0.2540167449041064,0.4613895569520521,0.039187169384091725,-0.01048888924596314,0.3827407984732023,0.38659148142750066,0.2674251695083063,0.4351127644194319
106,0.40718925327994926,0.862893741928239,1.5586991778275827,0.1242180236686874,-0.29962557312499527,0.24029067881536914,0.44827337608921436,0.0194907741746686,0.014456552424002567,0.35741498921560977,0.3845514044392928,0.24154843636867707,0.422558319059152
107,0.4644117462253461,0.8611155954480698,1.5313728959735928,0.1051608931035175,-0.2992145190963358,0.23831473357579513,0.43171043774444806,0.015630618178730238,0.033459169146687895,0.3307837128533775,0.40009936514355804,0.22766876206434805,0.4095940204894566
108,0.5186763086165835,0.8481217179106548,1.4866879047068515,0.07446345443681279,-0.2827976579002689,0.24238689150064552,0.41376388586564783,0.0292765902055514,0.04340845776964475,0.30433913725348427,0.42477532083735614,0.2335147258790249,0.40027402346088925
109,0.5631697925226997,0.8219638492499293,1.4306414370290121,0.041824337596174654,-0.25710689328886094,0.24710542400934177,0.39618217366892416,0.055387768374481894,0.04217897396180392,0.28072446944589213,0.44862055144689883,0.2597919476230448,0.39893476979900866
110,0.5954434167226186,0.7856082754874927,1.371828593786606,0.01747065671620085,-0.23536307231324383,0.2522362911172915,0.37980909630558335,0.08468841026448848,0.028428366554023032,0.26299883699029136,0.4646831876978563,0.29979897627554486,0.4075020032052401
111,0.6165120236275135,0.7469499850136452,1.3199274632806457,0.008668812540790771,-0.23193037436919361,0.26361007060363706,0.3644010239971407,0.10857567033231152,0.0019448655201315113,0.2531969637655007,0.47146922800485047,0.3414800707137511,0.4243616398807437
112,0.6279421756894332,0.7163957371345453,1.2837314232092445,0.017802005178824132,-0.2559832220530689,0.2885308215371918,0.3490531476366354,0.1232975822875293,-0.03544205333084749,0.2514474974020353,0.4722449305332388,0.3716746565237905,0.4459096194608936
113,0.6292317166575856,0.7029956871600351,1.2682734167313137,0.0422927262320405,-0.3067911042445637,0.329397194340042,0.33321819767542227,0.1308844760056993,-0.07963540766747768,0.25635267929933203,0.47215782569058895,0.3810393497127418,0.4688260532978106
114,0.6171957039344034,0.7105371303238739,1.2732160822968908,0.07635658069694573,-0.3726741453826232,0.38068792376667604,0.3174519750014815,0.1365679373003137,-0.12494781483909367,0.2658326697390967,0.4749051440628538,0.3669052610151713,0.49025414331773653
