Time,Fluo,Isos,IO2,IO3,Distances
73.81,0.16052141990612936,0.14956377533223567,0,0,
73.82,0.16061482427904095,0.1496739160245418,0,0,
73.83,0.16071613561119827,0.14978086319386433,0,0,
73.84,0.16078616379252297,0.14979411201377382,0,0,
73.85,0.16079331988066056,0.1497382060513147,0,0,
73.86,0.16074671506240384,0.14965102111973,0,0,
73.87,0.16068387923547367,0.1495674780602298,0,0,
73.88,0.16062894431539815,0.14955907664612447,0,0,
73.89,0.16060273618687929,0.14962037448491414,0,0,
73.9,0.16060361851107735,0.14968111831103773,1,0,1.3167827618475334
73.91,0.16061852340059535,0.14974780265353183,0,0,
73.92,0.16061903819635692,0.14978533478286918,0,0,
73.93,0.1605915570607079,0.1497455541939629,0,0,
