,Isos,Fluo
1.66,0.14378638618108633,0.161824104951006
1.67,0.14372013836800035,0.16175346886802433
1.68,0.14368617794529123,0.16171260514789715
1.69,0.14365798350447478,0.16170842860946572
1.7,0.14361308755866264,0.16173723225144696
1.71,0.14361505807517239,0.16179650694839176
1.72,0.14365597723083623,0.16185962774797805
1.73,0.14370502414000322,0.16189598991348345
1.74,0.14375655924206554,0.16187585415339117
1.75,0.14376633454543794,0.16180726270652018
1.76,0.14372335330157837,0.16172889162429777
1.77,0.14369663698363028,0.16168588349958865
1.78,0.1437047627977192,0.16171175398824494
1.79,0.14373577387419154,0.16179630761130998
1.8,0.14381621667058012,0.1619056138031003
1.81,0.1438841130129841,0.1619835112020531
1.82,0.1438849463727629,0.1619984567587728
1.83,0.14384472257624958,0.1619622807300102
1.84,0.1437485387180346,0.16189493813034814
1.85,0.14361676555746888,0.16181205082635183
1.86,0.14352557708783412,0.16171906000495506
1.87,0.14348962869417334,0.1616464838484809
1.88,0.14348472078825675,0.16161060535796376
1.89,0.14351301628586746,0.16158410851472957
1.9,0.14352586661614483,0.16152521506275905
1.91,0.14349135764959897,0.16142243545166785
1.92,0.14345429038644802,0.1613254469262736
1.93,0.14338309124794682,0.1612740472968903
1.94,0.14326779624740849,0.16126765077002833
1.95,0.143180014289528,0.16127183838411716
1.96,0.1431261115106533,0.16125950473713235
1.97,0.1430956156215288,0.1612322624211226
1.98,0.14310033975684666,0.1611893965215206
1.99,0.14310327839186832,0.16114380038634252
2.0,0.14307305179986013,0.16110306489275894
2.01,0.14305617712500815,0.16107718931084788
2.02,0.14305996530152496,0.16108038036640726
2.03,0.14309131271371003,0.16111582220792744
2.04,0.14319598653815097,0.16118214561445351
2.05,0.14329890468836567,0.1612541398155138
2.06,0.1433186761204756,0.1613090606311383
2.07,0.1432677561420995,0.16132447054528543
2.08,0.14315139462073959,0.16128687829101757
2.09,0.14300563156974358,0.16120027381617974
2.1,0.1429113860443051,0.16108108135779248
2.11,0.1428898965893366,0.16098417858985276
2.12,0.14292847733022843,0.1609542420048838
2.13,0.143037197332734,0.16099720955064648
2.14,0.14313566161891994,0.1610719069157886
2.15,0.14315273854811106,0.1611288697671793
2.16,0.14312913697782945,0.16115386741613105
2.17,0.14307271482672623,0.16114627429705936
2.18,0.14301562647439495,0.16112657900685184
2.19,0.14302678698377067,0.16111170807818553
2.2,0.14308784235989455,0.1611143643819438
2.21,0.14315375720264845,0.16113439288288417
2.22,0.14321317186381488,0.16115278539580905
2.23,0.14321809084848633,0.16116206044597225
2.24,0.1431467682862636,0.16115317487759986
2.25,0.14306950196045984,0.16112578298904479
2.26,0.14299070681023607,0.16107185704621538
2.27,0.14290191338120592,0.16099579990232693
2.28,0.14284353274136727,0.16092800792089293
2.29,0.14277494322593087,0.16088404854548982
2.3,0.1426789045875105,0.16085803752190378
2.31,0.14260939172476245,0.16081587909759865
2.32,0.1425626517238816,0.16073597516238086
2.33,0.14249779880552357,0.16061641395386164
2.34,0.14241005218751532,0.16047305705027934
2.35,0.14227402230950012,0.1603376547698837
2.36,0.14209925490596342,0.1602216009233409
2.37,0.14197420820389345,0.1601255095671374
2.38,0.14189093940049788,0.1600324651496325
2.39,0.14181882445096372,0.15993981947945551
2.4,0.14178865167595694,0.15986488682434066
2.41,0.14176581481881026,0.15982213387931768
2.42,0.14171847969956908,0.15981880198957873
2.43,0.14167165661617342,0.1598326839864657
2.44,0.141631248961798,0.15984295441678387
2.45,0.14160131815136592,0.15982604226467256
2.46,0.14161256651218174,0.15976980210106587
2.47,0.14162342960611776,0.1596927478589213
2.48,0.14159360284055408,0.15962377210685044
2.49,0.14157012320711226,0.15959023928447438
2.5,0.14153410632721838,0.15957692727323888
2.51,0.14146923793510516,0.1595656966558558
2.52,0.14142439678015048,0.159560070169691
2.53,0.14139305417261117,0.15957615604460676
2.54,0.14137063828390464,0.15962462434406194
2.55,0.14138540940153196,0.15968025144822764
2.56,0.1414144595277984,0.1597192670993602
2.57,0.14141749158934022,0.1597190147860964
2.58,0.14140430307739352,0.15967310664518708
2.59,0.14134860528669754,0.1595982994906824
2.6,0.14126055835391405,0.15952655816200156
2.61,0.14123770967126464,0.15950361416478814
2.62,0.1412834508527394,0.15953563966268236
2.63,0.14136177017863372,0.15960106055969617
2.64,0.14145893980603866,0.15966325457383052
2.65,0.14150640343493973,0.1596942556536915
2.66,0.14147052825760587,0.15968202148583713
2.67,0.14139715630072555,0.15962049034494702
2.68,0.14131729713020663,0.1595392170775395
2.69,0.1412599389788085,0.15947678547801922
2.7,0.1412838801976514,0.1594631639940742
2.71,0.14134950102689944,0.15949511373023403
2.72,0.14140851625113107,0.15954859831318988
2.73,0.14148351371216017,0.15960908115057473
2.74,0.14152397712021964,0.15965497109545682
2.75,0.14149655064147854,0.15967220043720975
2.76,0.14143932931716477,0.15964696077348786
2.77,0.1413595960699952,0.15958811246706084
2.78,0.1412822026011507,0.15952698031910498
2.79,0.14127540338666697,0.15949779111537649
2.8,0.1413397780060674,0.1595342345562577
2.81,0.14143744292365132,0.15962788579370768
2.82,0.14156281251935734,0.15973340263924718
2.83,0.1416341916273937,0.1597792157252202
2.84,0.14160473822064243,0.15973060463388947
2.85,0.14153963479422496,0.15962431400541657
2.86,0.14144814663684824,0.1595180097727825
2.87,0.14133907801728915,0.15945656335764666
2.88,0.14126651994570935,0.15943772747693227
2.89,0.1412379290589756,0.15944721662753586
2.9,0.14124531110812077,0.1594691364520203
2.91,0.14129714877191343,0.15948320632683646
2.92,0.14133502434393433,0.1594757801963497
2.93,0.1413099910682571,0.15943214512612122
2.94,0.1412628304650057,0.15936566179703063
2.95,0.14117526771006067,0.15929464834651152
2.96,0.14104793143081368,0.15924259722074763
2.97,0.14096186986827292,0.15922667839179935
2.98,0.140922959502606,0.15923238434441297
2.99,0.14091277870480018,0.15923558526816273
3.0,0.14093571805231958,0.1592148615073196
3.01,0.1409566495791813,0.15918344585044797
3.02,0.14095574856610754,0.1591595877841993
3.03,0.14098124735915982,0.15915214124196447
3.04,0.1410332765847995,0.1591704895081659
3.05,0.1411012651687076,0.15921052289612472
3.06,0.14122240985263532,0.15926284772734017
3.07,0.14133523393062816,0.15929443520586165
3.08,0.14137904212718078,0.15928497889721266
3.09,0.14137941292207556,0.15924431960491278
3.1,0.1413337315315571,0.15920469968146497
3.11,0.14126544977722869,0.1592043794336164
3.12,0.1412409820723049,0.15925303243977942
3.13,0.14127105848666088,0.15935435013138946
3.14,0.14133817422640949,0.15948038685308857
3.15,0.1414547724966813,0.15958044591556614
3.16,0.14156436469904404,0.15962097549822088
3.17,0.1416148402818445,0.15960714290960193
3.18,0.141636934252468,0.1595806370974571
3.19,0.1416089200099586,0.15956074106806248
3.2,0.14154244872516808,0.1595503244926179
3.21,0.14152139938528494,0.15954237490258422
3.22,0.14156002855823946,0.15953551754596385
3.23,0.1416414155295473,0.15953150311489842
3.24,0.1417579615033718,0.15951448740103996
3.25,0.14184602527161666,0.15948948186210346
3.26,0.14185076000256455,0.1594700478679554
3.27,0.1418105510147062,0.15946960257433107
3.28,0.14173426218372373,0.15949212986207567
3.29,0.14164953000577019,0.15954158320764414
3.3,0.14164073783097186,0.15962406232993706
3.31,0.1416836253477055,0.1597107337083704
3.32,0.1417296864598266,0.15976462558413204
3.33,0.14177464239253545,0.15975676824677712
3.34,0.1417748581786911,0.15969553935758282
3.35,0.14171110175284785,0.15961273320472677
3.36,0.14163525229565926,0.15952839757053136
3.37,0.14157154544578643,0.15946236299360622
3.38,0.14153293488569216,0.15941932243692894
3.39,0.14156907766727297,0.15940191308800247
3.4,0.1416286926801501,0.1594006059931994
3.41,0.14164884420759744,0.159409330743702
3.42,0.14164863473222727,0.1594269406354704
3.43,0.14160525061385562,0.1594308457882521
3.44,0.14152800811137498,0.15941155539087168
3.45,0.1414840888831707,0.1593842334060938
3.46,0.14148335250506655,0.15939023459903293
3.47,0.14151246076514548,0.1594387926649442
3.48,0.14158434123239222,0.159488515378372
3.49,0.14164923145039018,0.15950163729075695
3.5,0.14165118213791153,0.1594658622314564
3.51,0.141619503308274,0.15940575186030181
3.52,0.14153690720143106,0.15934164515660074
3.53,0.1414110232950315,0.1592937085088923
3.54,0.141323179793242,0.15928296228820152
3.55,0.14127251903304147,0.15930467927331685
3.56,0.14124056307224817,0.15933509608984825
3.57,0.14125048468660947,0.15934258228774079
3.58,0.1412840747547812,0.15933099898398656
3.59,0.14130849912807467,0.15930497578522548
3.6,0.1413280829683311,0.1592535224191472
3.61,0.14129812278714665,0.1591741077387299
3.62,0.14119882674640608,0.15908257578261062
3.63,0.14111572700867192,0.15901959402191096
3.64,0.14106629895893147,0.15899703553030636
3.65,0.1410417753217476,0.15900244237910083
3.66,0.14106092447989818,0.15901920629019814
3.67,0.14106623652587671,0.15903697764423524
3.68,0.1410154845800378,0.15904742778443082
3.69,0.1409423001786798,0.15902729541071398
3.7,0.14086536464907656,0.15898143659227504
3.71,0.14080092330956256,0.1589332196653292
3.72,0.14080751269916467,0.1589138884631372
3.73,0.1408665713315325,0.15894100711176662
3.74,0.14093560042458983,0.1590044838785214
3.75,0.14102628929874986,0.1590835200131389
3.76,0.1410733891105834,0.15913370258806836
3.77,0.14103259526761194,0.15912465746121104
3.78,0.14094916004541597,0.15905389693387317
3.79,0.1408348698973722,0.1589443543841884
3.8,0.14070621120565766,0.15882324366303696
3.81,0.1406185976575827,0.15870489296779602
3.82,0.14057975446591145,0.15861581029478447
3.83,0.14057099877674045,0.15856368410351845
3.84,0.14060409008934857,0.15854202092740777
3.85,0.140622439966163,0.15853744082702256
3.86,0.14059858046966042,0.15854749029185905
3.87,0.14060666966041707,0.15858976750561882
3.88,0.14064497074993046,0.1586510914728135
3.89,0.14068806225385452,0.15869577094319887
3.9,0.14074718737516234,0.15869368658286603
3.91,0.14078872932220365,0.15866545390559916
3.92,0.14078784346075499,0.15864969720715344
3.93,0.14077088971585192,0.1586454319191062
3.94,0.14073300760668894,0.15863330670230202
3.95,0.14067622770959315,0.1585947631872849
3.96,0.14066577635361247,0.15854983381128274
3.97,0.14068936629159579,0.15853495235589937
3.98,0.14072907240636454,0.15857916352452536
3.99,0.14082710975457252,0.15868395637122829
4.0,0.14093616465434405,0.1588015231174503
4.01,0.14099749512032933,0.1588837910830402
4.02,0.14101159136812172,0.158909902535779
4.03,0.14096944634975475,0.15890876249899366
4.04,0.14089300650329445,0.15891239748859282
4.05,0.14085768117626035,0.15892037020534436
4.06,0.14087721196286382,0.1589303702015871
4.07,0.1409346680991558,0.15894513098519936
4.08,0.14104694088798397,0.15898252999045778
4.09,0.14113676819693297,0.1590263931828051
4.1,0.14114053398418205,0.1590360372841229
4.11,0.14110086426132698,0.15899033882748012
4.12,0.1410316818409526,0.15890388879987488
4.13,0.14096210256284697,0.15882557932292427
4.14,0.14095559143952893,0.15879098306053696
4.15,0.1410107418024803,0.15882195697014573
4.16,0.14109572146645585,0.15890727938357418
4.17,0.1412105824066934,0.15900952143495167
4.18,0.1413057556147729,0.15909701415444305
4.19,0.14134729360226533,0.15915112387519445
4.2,0.14138033078155138,0.15918529193099576
4.21,0.14138043042911808,0.1592109069690567
4.22,0.1413454207589905,0.15924221003375996
4.23,0.14134843845940473,0.1592872203142828
4.24,0.1413881133293273,0.15933567935934556
4.25,0.1414379178641075,0.15937084423702472
4.26,0.14149856284191134,0.15937237205484586
4.27,0.1415441370548652,0.1593556366390322
4.28,0.14156780756260118,0.15934314946405043
4.29,0.14161672905640146,0.15934029661227495
4.3,0.14165813806890293,0.1593344993804172
4.31,0.14165618858438359,0.15931511024593362
4.32,0.14166401606055792,0.1593006274993821
4.33,0.14166334391858426,0.1592990510622918
4.34,0.14162991034285657,0.15931308123047927
4.35,0.1415950895320687,0.15933461874587954
4.36,0.1415435911445444,0.15935060746535368
4.37,0.14147194392638043,0.1593492385180705
4.38,0.14142454741442345,0.15931815721501508
4.39,0.1414080766195961,0.1592789754483452
4.4,0.1414179302254914,0.15925746489809184
4.41,0.14148442814011122,0.15926146254977241
4.42,0.14154882037763142,0.15926343456925637
4.43,0.14155637481601066,0.15923280602176737
4.44,0.14155332255648165,0.15918190006640956
4.45,0.14153492152981478,0.15914235535538687
4.46,0.1415043538849272,0.15915708868503792
4.47,0.14151146482383745,0.1592418015612245
4.48,0.14154409619568226,0.1593722496200083
4.49,0.1415759021901279,0.15948610969967336
4.5,0.14161313563027672,0.1595166529456458
4.51,0.1416219487121585,0.1594601465118704
4.52,0.14158172415119244,0.15935338183300768
4.53,0.14154851126117934,0.1592454799907184
4.54,0.14150196595506154,0.1591581038175112
4.55,0.14141747011364447,0.15910130442944675
4.56,0.1413550365160182,0.15909556656228047
4.57,0.1413179694213052,0.15914048942033537
4.58,0.1413068868391317,0.15921423459241157
4.59,0.14135194711738605,0.15927504368761836
4.6,0.14141480018808236,0.1593043349997844
4.61,0.14144059172421483,0.15929755896343575
4.62,0.1414308315703748,0.15924406033806943
4.63,0.14137787704814408,0.15915180523954697
4.64,0.1413065379951109,0.15904798727947964
4.65,0.1413069104629124,0.15897993266498084
4.66,0.14136162504999017,0.1589688138840058
4.67,0.1414241529199972,0.1590095351177693
4.68,0.14150770368685223,0.15907968312209128
4.69,0.14156796178616624,0.15914033316948925
4.7,0.1415766042996028,0.1591706750791157
4.71,0.14156176854080804,0.15916847204200538
4.72,0.1415214576515281,0.15916411365944128
4.73,0.14146126047413365,0.15917757685369846
4.74,0.14143495469372466,0.15919498871511797
4.75,0.14143290281393864,0.1591942632168351
4.76,0.14143690694581182,0.15916735526894146
4.77,0.14149222175763673,0.1591400904750251
4.78,0.14155875243176852,0.1591282058612583
4.79,0.1415956643637849,0.15914150584106113
4.8,0.1416330061917629,0.15918329327805567
4.81,0.1416556168531831,0.15923955223889721
4.82,0.14166631350969786,0.1592856251526154
4.83,0.14170241586806598,0.15928405427055722
4.84,0.14173345480052932,0.15923620532258193
4.85,0.14171200573472767,0.15917166693936474
4.86,0.14166499202932298,0.15912619086673835
4.87,0.14160285087914345,0.15911567528143028
4.88,0.14155675096657422,0.15912660683100158
4.89,0.14159882827317533,0.15914385914199156
4.9,0.14166980208710506,0.15914396621083077
4.91,0.1416958531858196,0.159127773222517
4.92,0.14169307237974202,0.159106041883917
4.93,0.1416581755490269,0.15907943045822198
4.94,0.14160006958187257,0.15904144096843745
4.95,0.14155950160921546,0.1589887507248749
4.96,0.14153314253075414,0.15895934519182855
4.97,0.1415155051195557,0.15898596162905942
4.98,0.1415501716423535,0.159062277533508
4.99,0.14159827374340606,0.15914174471194936
