Time (s), Cell Name, Value
548.261857, C023, 30.32431
551.059621, C023, 20.78582
552.158742, C023, 16.18391
553.357784, C023, 28.09635
556.854989, C023, 10.9489
559.652754, C023, 8.786932
582.6343879999999, C023, 26.71216
586.6311940000001, C023, 18.95563
598.621612, C023, 9.53466
736.811178, C023, 38.85075
741.407504, C023, 26.76533
746.203672, C023, 28.35579
757.394728, C023, 12.8665
760.692093, C023, 21.73089
769.185306, C023, 22.053
778.77764, C023, 23.7254
793.166142, C023, 17.7247
942.846525, C023, 25.95817
1.398882, C024, 21.00521
35.971253, C024, 25.44479
49.860154, C024, 34.91649
211.830715, C024, 17.47902
212.829917, C024, 24.1202
233.513388, C024, 14.12393
281.87474, C024, 15.48554
297.662123, C024, 26.13673
327.338407, C024, 16.09622
411.671013, C024, 21.28933
416.0675, C024, 21.14893
425.060313, C024, 39.98466
433.153845, C024, 40.28799
445.743784, C024, 18.89711
456.63508, C024, 24.54379
464.828532, C024, 38.3447
492.906094, C024, 35.86529
548.261857, C024, 26.42241
561.451316, C024, 33.58405
576.839019, C024, 45.55233
760.592173, C024, 25.60233
819.04546, C024, 37.45094
919.46521, C024, 24.46153
943.346125, C024, 45.98128
2.098323, C025, 10.59623
49.660314, C025, 9.711967
220.523768, C025, 9.102592
268.68528, C025, 10.20198
319.944316, C025, 15.84725
407.174606, C025, 9.460037
483.913281, C025, 15.03391
661.5713050000001, C025, 9.959883
664.169229, C025, 34.33463
667.766355, C025, 30.40317
676.1596469999999, C025, 26.69421
686.051742, C025, 31.78608
689.449027, C025, 15.52912
740.608143, C025, 11.01721
845.1246190000001, C025, 25.94927
847.922383, C025, 9.402637
861.211763, C025, 24.45772
866.807291, C025, 30.56696
898.282138, C025, 19.95142
905.776149, C025, 27.24088
913.569921, C025, 29.78148
994.105561, C025, 23.44739
1081.335851, C025, 9.453188
1096.923394, C025, 29.94202
1102.119242, C025, 33.39643
1125.200796, C025, 28.39623
1140.88826, C025, 20.18043
64.548416, C026, 12.99035
137.590045, C026, 9.306166
143.285493, C026, 9.640087
195.04413, C026, 8.88924
422.162629, C026, 10.11032
520.683896, C026, 13.1523
549.860579, C026, 9.025164
553.357784, C026, 8.797531
644.78472, C026, 13.74823
673.661643, C026, 13.27247
678.757571, C026, 14.75162
686.051742, C026, 8.871424
776.679317, C026, 10.57768
845.1246190000001, C026, 10.70681
861.011923, C026, 13.18085
898.382058, C026, 13.69379
907.075111, C026, 14.54189
920.164651, C026, 13.30955
985.812189, C026, 15.05828
991.707477, C026, 11.83525
1018.286237, C026, 10.34957
1081.235931, C026, 10.10342
1093.626029, C026, 9.502224
1104.117645, C026, 11.23561
1126.599679, C026, 10.13591
1139.789138, C026, 15.19964
1142.686823, C026, 9.561564
111.111205, C027, 9.817735
199.540537, C027, 11.59444
404.476762, C027, 18.46966
406.275325, C027, 7.926727
634.792706, C027, 7.803323
667.266754, C027, 8.406111
669.365077, C027, 33.2572
688.849506, C027, 9.11103
755.895926, C027, 14.87157
788.270054, C027, 9.208881
850.420387, C027, 7.805533
851.319668, C027, 9.706348
851.819269, C027, 16.42094
855.316474, C027, 33.47612
861.611444, C027, 16.43229
862.310885, C027, 14.17261
986.51163, C027, 13.09633
1088.729942, C027, 8.786911
1141.487781, C027, 15.0987
1145.684427, C027, 31.53442
37.270215, C028, 21.6891
48.561192, C028, 29.60083
54.756241, C028, 13.05482
202.638062, C028, 7.695184
211.630875, C028, 8.988449
288.269629, C028, 12.04274
426.259355, C028, 19.12093
427.258556, C028, 23.03456
546.862975, C028, 8.425104
648.082085, C028, 28.06549
656.875058, C028, 35.17692
788.170134, C028, 8.23835
796.1637459999999, C028, 14.10649
810.352407, C028, 25.06955
890.488367, C028, 9.55739
892.68661, C028, 13.613
894.685013, C028, 11.47619
916.0679249999999, C028, 28.37336
994.305401, C028, 26.64485
1052.958529, C028, 35.22643
1060.45254, C028, 9.257217
1062.750703, C028, 17.00673
1063.250304, C028, 8.344023
1067.646791, C028, 15.75428
51.458876, C029, 11.64777
75.839393, C029, 10.99267
373.101836, C029, 26.01367
377.198562, C029, 18.97134
382.094649, C029, 11.72477
451.738993, C029, 31.58078
461.231407, C029, 20.07005
466.027574, C029, 19.63873
475.719828, C029, 27.45971
479.716634, C029, 11.14407
486.011604, C029, 32.14281
489.408889, C029, 12.02529
491.507212, C029, 19.61764
532.874154, C029, 24.17531
542.066807, C029, 13.19956
561.151556, C029, 22.58785
573.641574, C029, 33.1866
584.13319, C029, 29.42112
609.812668, C029, 31.20904
639.588873, C029, 33.28366
642.5864769999999, C029, 23.66241
780.676123, C029, 23.2082
800.859993, C029, 25.17712
870.204576, C029, 11.97289
921.763373, C029, 29.68429
991.507637, C029, 13.73698
992.406919, C029, 13.01762
1019.485279, C029, 30.44049
1093.626029, C029, 36.91282
1133.194408, C029, 14.17698
6.494809, C030, 25.84984
13.8889, C030, 23.63371
328.737289, C030, 12.9703
334.232898, C030, 12.81574
378.197763, C030, 19.37433
459.033164, C030, 22.6166
463.52957, C030, 18.99675
485.012402, C030, 24.23184
487.110725, C030, 22.85948
523.58158, C030, 15.05321
565.248282, C030, 19.80819
702.938247, C030, 18.85103
812.950331, C030, 35.05424
873.302101, C030, 19.6679
879.39723, C030, 17.36925
1043.166354, C030, 36.51649
3.297364, C031, 12.5766
28.177481, C031, 15.26568
48.561192, C031, 26.02048
52.058397, C031, 20.58581
52.957678, C031, 16.19284
143.285493, C031, 15.49818
151.079265, C031, 24.66047
152.478147, C031, 23.62571
156.774713, C031, 12.5899
183.853074, C031, 21.86456
193.645248, C031, 15.80079
199.940217, C031, 15.59965
208.13367, C031, 11.30032
229.416661, C031, 14.06297
266.487037, C031, 9.288906
276.079371, C031, 18.4991
283.373542, C031, 17.1138
401.179397, C031, 18.16791
500.400105, C031, 17.18231
522.182698, C031, 23.60334
615.208356, C031, 13.43841
650.0804879999999, C031, 38.74394
692.346711, C031, 9.170062
692.946232, C031, 15.50424
853.817672, C031, 13.78318
865.508329, C031, 14.18055
880.896032, C031, 9.983832
883.194196, C031, 9.189489
909.573115, C031, 34.98537
1075.840243, C031, 14.16239
1081.435771, C031, 25.8742
2.498003, C032, 18.3464
8.093532, C032, 18.90659
14.388501, C032, 18.12803
73.34138900000001, C033, 23.57693
82.134362, C033, 28.21032
239.308756, C033, 20.62458
356.714931, C033, 22.64301
372.302474, C033, 21.52862
425.160233, C033, 22.14492
475.120308, C033, 25.78897
573.841415, C033, 23.65466
585.831833, C033, 21.21651
674.960605, C033, 23.30196
731.51541, C033, 22.34709
823.641787, C033, 20.61242
942.846525, C033, 28.10118
1034.173541, C033, 22.49876
1097.223155, C033, 20.98538
123.001703, C034, 27.39334
127.298269, C034, 29.30619
375.599839, C034, 24.3696
392.086664, C034, 26.87334
511.491242, C034, 17.27519
587.630395, C034, 34.30996
594.724726, C034, 21.5062
913.969602, C034, 28.48176
1012.990469, C034, 17.38923
1038.370187, C034, 17.49555
1121.503751, C034, 16.50096
150.779504, C035, 23.00405
161.1712, C035, 12.86764
180.655629, C035, 19.2305
219.524567, C035, 22.89482
306.455096, C035, 14.49508
435.651849, C035, 19.87244
483.71344, C035, 29.97494
770.0845870000001, C035, 16.37214
35.271812, C036, 19.99485
65.147937, C036, 13.0412
166.766728, C036, 10.83804
245.004205, C036, 10.01199
277.778013, C036, 20.48114
281.475059, C036, 31.15748
304.057013, C036, 9.336001
341.027468, C036, 27.70458
366.107425, C036, 29.29134
375.300079, C036, 15.03383
439.149054, C036, 20.00567
520.084375, C036, 24.66902
617.206759, C036, 13.52973
789.668936, C036, 39.8748
792.3667799999999, C036, 9.891034
798.76167, C036, 19.47451
78.93691699999999, C037, 12.77223
152.378227, C037, 9.057439
254.496619, C037, 17.53384
270.184082, C037, 16.06284
357.814053, C037, 10.13934
558.054031, C037, 21.48416
581.934947, C037, 23.36885
626.299493, C037, 8.661673
697.142878, C037, 8.914518
775.879956, C037, 12.47532
778.47788, C037, 20.50646
783.373967, C037, 10.46156
789.569016, C037, 22.35642
27.777801, C038, 12.92024
78.137556, C038, 20.81061
90.927335, C038, 10.52402
276.079371, C038, 14.4857
410.372051, C038, 13.48627
413.369656, C038, 10.40773
419.964385, C038, 11.80851
446.043544, C038, 10.75083
489.608729, C038, 18.64459
559.153153, C038, 18.65774
582.4345479999999, C038, 12.2761
629.596858, C038, 10.74359
819.04546, C038, 11.66695
868.605854, C038, 15.04764
1108.414211, C038, 11.82284
2.697844, C039, 10.83879
52.757838, C039, 21.26818
65.84737800000001, C039, 9.303407
182.054511, C039, 10.29205
195.04413, C039, 8.505342
272.881926, C039, 29.98347
313.649347, C039, 32.20459
418.465583, C039, 22.41166
428.557518, C039, 9.574341
494.704657, C039, 27.65577
552.258663, C039, 21.47646
564.848601, C039, 8.9437
582.234707, C039, 26.06327
615.508117, C039, 9.108049
618.505721, C039, 10.60806
657.97418, C039, 8.131266
695.0445549999999, C039, 9.35753
729.916687, C039, 11.40943
752.398721, C039, 12.9088
812.45073, C039, 10.12487
870.904017, C039, 8.563169
895.983975, C039, 8.237148
912.171039, C039, 26.6158
922.562734, C039, 9.652687
949.041574, C039, 9.33762
65.747457, C040, 24.51342
79.836198, C040, 19.97696
215.527761, C040, 19.13345
422.162629, C040, 15.0841
457.034761, C040, 15.30558
553.257864, C040, 16.72717
555.456107, C040, 15.9443
615.208356, C040, 14.5954
682.054936, C040, 14.4647
808.354004, C040, 19.54317
812.25089, C040, 16.83235
814.049453, C040, 16.41374
921.663453, C040, 17.92833
1003.098374, C040, 21.55919
83.333404, C041, 13.45855
86.331008, C041, 21.265
89.028852, C041, 13.58293
115.108011, C041, 14.38488
123.101623, C041, 16.5377
238.909076, C041, 20.02652
241.70684, C041, 17.69281
325.539845, C041, 11.6187
329.636571, C041, 21.86511
333.933137, C041, 13.15219
336.630981, C041, 12.07281
349.920361, C041, 20.90343
353.717327, C041, 14.34954
374.200957, C041, 12.0964
383.793291, C041, 14.02926
395.483949, C041, 20.00274
426.359275, C041, 12.24051
448.041947, C041, 19.41846
476.319349, C041, 22.75078
482.714239, C041, 16.81533
504.896512, C041, 16.11626
509.392919, C041, 14.85394
530.775831, C041, 13.36962
550.060419, C041, 17.89633
586.6311940000001, C041, 25.28864
596.423368, C041, 22.18102
610.012509, C041, 16.7905
629.496938, C041, 12.11319
634.093265, C041, 15.49412
637.49055, C041, 18.59144
659.772743, C041, 12.33035
718.32595, C041, 15.62656
719.425072, C041, 12.81828
965.428478, C041, 22.84762
967.626722, C041, 14.97771
76.438913, C042, 9.055928
272.881926, C042, 8.351295
291.566994, C042, 8.76238
302.05861, C042, 8.605247
305.955495, C042, 11.90765
310.751663, C042, 11.64344
593.725524, C042, 9.637036
626.199573, C042, 12.59365
758.5937699999999, C042, 11.00492
847.622623, C042, 8.573276
862.011124, C042, 8.152727
881.895234, C042, 8.941715
989.808995, C042, 10.08325
1065.148787, C042, 9.030792
1135.992173, C042, 12.67281
26.278999, C043, 12.70638
29.276603, C043, 10.54444
43.565184, C043, 8.200733
46.263028, C043, 9.433105
55.755443, C043, 8.09048
56.554804, C043, 14.22503
130.595634, C043, 16.34911
342.026669, C043, 19.35005
357.814053, C043, 12.70465
441.746978, C043, 8.301104
498.901303, C043, 9.181064
590.92776, C043, 13.28106
594.325045, C043, 11.63653
688.349905, C043, 7.814543
725.0205999999999, C043, 11.95662
809.852806, C043, 14.35062
870.004736, C043, 13.56784
939.249399, C043, 16.88926
1014.189511, C043, 20.78988
1055.556453, C043, 8.87708
67.54602, C044, 9.596239
189.148841, C044, 11.99167
236.810752, C044, 16.13551
239.208836, C044, 9.498322
245.104125, C044, 9.443379
327.838008, C044, 13.53234
356.814851, C044, 21.92351
390.088261, C044, 14.5623
440.947617, C044, 9.465712
582.6343879999999, C044, 10.53378
586.5312740000001, C044, 8.976281
591.527281, C044, 9.595135
615.208356, C044, 11.39961
684.8527, C044, 9.239376
725.1205200000001, C044, 14.8506
759.792812, C044, 9.91305
778.278039, C044, 11.96096
785.67213, C044, 9.361171
840.328452, C044, 9.900215
898.981579, C044, 11.06878
919.26537, C044, 9.718185
949.341334, C044, 10.89982
1027.878571, C044, 14.40767
1038.669947, C044, 11.48668
1108.314291, C044, 14.18056
80.83540000000001, C045, 17.00655
338.529464, C045, 19.62439
495.404098, C045, 16.39977
502.298588, C045, 14.1401
648.182006, C045, 15.67001
702.838327, C045, 15.52319
796.563427, C045, 17.3062
952.239019, C045, 16.28076
110.112004, C046, 11.98977
