Time (s), Channel Name, Value
84.6242, GPIO-1, 49056
84.62439999999999, GPIO-1, 49120
84.6246, GPIO-1, 49024
84.62479999999999, GPIO-1, 49216
84.625, GPIO-1, 49120
84.62520000000001, GPIO-1, 49024
84.6254, GPIO-1, 49088
84.62560000000001, GPIO-1, 49120
84.6258, GPIO-1, 49184
84.626, GPIO-1, 49088
84.6262, GPIO-1, 49120
84.6264, GPIO-1, 49024
84.6266, GPIO-1, 49200
84.6268, GPIO-1, 49136
84.627, GPIO-1, 49200
84.6272, GPIO-1, 49088
84.62739999999999, GPIO-1, 49072
84.6276, GPIO-1, 49200
84.628, GPIO-1, 49152
84.62820000000001, GPIO-1, 49040
84.6284, GPIO-1, 49104
84.62860000000001, GPIO-1, 49136
84.6288, GPIO-1, 49216
84.629, GPIO-1, 49104
84.6292, GPIO-1, 49040
84.6294, GPIO-1, 49216
84.6296, GPIO-1, 49104
84.6298, GPIO-1, 49152
84.63, GPIO-1, 49056
84.6302, GPIO-1, 49168
84.63039999999999, GPIO-1, 49024
84.6306, GPIO-1, 49216
84.63079999999999, GPIO-1, 49104
84.631, GPIO-1, 49008
84.63120000000001, GPIO-1, 49072
84.6314, GPIO-1, 49152
84.63160000000001, GPIO-1, 49168
84.6318, GPIO-1, 49072
84.63200000000001, GPIO-1, 49136
84.6322, GPIO-1, 49024
84.6324, GPIO-1, 49216
84.6326, GPIO-1, 49120
84.6328, GPIO-1, 49024
84.633, GPIO-1, 49072
84.6332, GPIO-1, 49104
84.63339999999999, GPIO-1, 49184
84.6336, GPIO-1, 49200
84.63379999999999, GPIO-1, 49104
84.634, GPIO-1, 49040
84.63420000000001, GPIO-1, 49200
84.6344, GPIO-1, 49136
84.63460000000001, GPIO-1, 49200
84.6348, GPIO-1, 49104
84.63500000000001, GPIO-1, 49072
84.6352, GPIO-1, 49056
84.6354, GPIO-1, 49104
84.6356, GPIO-1, 49152
84.6358, GPIO-1, 49056
84.636, GPIO-1, 49200
84.6362, GPIO-1, 49040
84.63639999999999, GPIO-1, 49056
84.6366, GPIO-1, 49104
84.63679999999999, GPIO-1, 49024
84.637, GPIO-1, 49216
84.63720000000001, GPIO-1, 49168
84.63760000000001, GPIO-1, 49056
84.6378, GPIO-1, 49120
84.63800000000001, GPIO-1, 49168
84.6382, GPIO-1, 49216
84.6384, GPIO-1, 49120
84.6386, GPIO-1, 49024
84.6388, GPIO-1, 49072
84.639, GPIO-1, 49152
84.6392, GPIO-1, 49184
84.63939999999999, GPIO-1, 49072
84.6396, GPIO-1, 49136
84.63979999999999, GPIO-1, 49040
84.64, GPIO-1, 49216
84.64019999999999, GPIO-1, 49136
84.6404, GPIO-1, 49040
84.64060000000001, GPIO-1, 49088
84.64100000000001, GPIO-1, 49200
84.6414, GPIO-1, 49152
84.6416, GPIO-1, 49040
84.6418, GPIO-1, 49200
84.642, GPIO-1, 49056
84.6422, GPIO-1, 49040
84.64239999999999, GPIO-1, 49104
84.6426, GPIO-1, 49040
84.64279999999999, GPIO-1, 49200
84.643, GPIO-1, 49184
84.64319999999999, GPIO-1, 49152
84.6434, GPIO-1, 49056
84.64360000000001, GPIO-1, 49184
84.6438, GPIO-1, 49024
84.64400000000001, GPIO-1, 49216
84.6442, GPIO-1, 49104
84.6444, GPIO-1, 49024
84.6446, GPIO-1, 49072
